vdm	V(vout)
2.500000000000000e-002	3.198716e+000
Step Information: Run=62  (Run: 62/100)
0.000000000000000e+000	1.146943e-002
2.500000000000000e-003	3.313731e-001
5.000000000000000e-003	6.513264e-001
7.500000000000000e-003	9.712797e-001
1.000000000000000e-002	1.291233e+000
1.250000000000000e-002	1.611186e+000
1.500000000000000e-002	1.931140e+000
1.750000000000000e-002	2.251093e+000
2.000000000000000e-002	2.571046e+000
2.250000000000000e-002	2.890999e+000
2.500000000000000e-002	3.210953e+000
Step Information: Run=63  (Run: 63/100)
0.000000000000000e+000	5.664221e-003
2.500000000000000e-003	3.241113e-001
5.000000000000000e-003	6.426141e-001
7.500000000000000e-003	9.611169e-001
1.000000000000000e-002	1.279620e+000
1.250000000000000e-002	1.598122e+000
1.500000000000000e-002	1.916625e+000
1.750000000000000e-002	2.235128e+000
2.000000000000000e-002	2.553631e+000
2.250000000000000e-002	2.872134e+000
2.500000000000000e-002	3.190636e+000
Step Information: Run=64  (Run: 64/100)
0.000000000000000e+000	-3.286597e-003
2.500000000000000e-003	3.143172e-001
5.000000000000000e-003	6.319872e-001
7.500000000000000e-003	9.496571e-001
1.000000000000000e-002	1.267327e+000
1.250000000000000e-002	1.584997e+000
1.500000000000000e-002	1.902667e+000
1.750000000000000e-002	2.220337e+000
2.000000000000000e-002	2.538007e+000
2.250000000000000e-002	2.855677e+000
2.500000000000000e-002	3.173347e+000
Step Information: Run=65  (Run: 65/100)
0.000000000000000e+000	-1.690660e-002
2.500000000000000e-003	2.982220e-001
5.000000000000000e-003	6.134340e-001
7.500000000000000e-003	9.286460e-001
1.000000000000000e-002	1.243858e+000
1.250000000000000e-002	1.559070e+000
1.500000000000000e-002	1.874282e+000
1.750000000000000e-002	2.189494e+000
2.000000000000000e-002	2.504706e+000
2.250000000000000e-002	2.819918e+000
2.500000000000000e-002	3.135130e+000
Step Information: Run=66  (Run: 66/100)
0.000000000000000e+000	9.120890e-003
2.500000000000000e-003	3.276719e-001
5.000000000000000e-003	6.462749e-001
7.500000000000000e-003	9.648778e-001
1.000000000000000e-002	1.283481e+000
1.250000000000000e-002	1.602084e+000
1.500000000000000e-002	1.920687e+000
1.750000000000000e-002	2.239290e+000
2.000000000000000e-002	2.557893e+000
2.250000000000000e-002	2.876495e+000
2.500000000000000e-002	3.195098e+000
Step Information: Run=67  (Run: 67/100)
0.000000000000000e+000	1.587008e-002
2.500000000000000e-003	3.354124e-001
5.000000000000000e-003	6.549996e-001
7.500000000000000e-003	9.745868e-001
1.000000000000000e-002	1.294174e+000
1.250000000000000e-002	1.613761e+000
1.500000000000000e-002	1.933349e+000
1.750000000000000e-002	2.252936e+000
2.000000000000000e-002	2.572523e+000
2.250000000000000e-002	2.892110e+000
2.500000000000000e-002	3.211698e+000
Step Information: Run=68  (Run: 68/100)
0.000000000000000e+000	-1.605704e-002
2.500000000000000e-003	3.026162e-001
5.000000000000000e-003	6.213726e-001
7.500000000000000e-003	9.401290e-001
1.000000000000000e-002	1.258886e+000
1.250000000000000e-002	1.577642e+000
1.500000000000000e-002	1.896398e+000
1.750000000000000e-002	2.215155e+000
2.000000000000000e-002	2.533911e+000
2.250000000000000e-002	2.852668e+000
2.500000000000000e-002	3.171424e+000
Step Information: Run=69  (Run: 69/100)
0.000000000000000e+000	-7.466705e-003
2.500000000000000e-003	3.117120e-001
5.000000000000000e-003	6.309625e-001
7.500000000000000e-003	9.502130e-001
1.000000000000000e-002	1.269463e+000
1.250000000000000e-002	1.588714e+000
1.500000000000000e-002	1.907964e+000
1.750000000000000e-002	2.227215e+000
2.000000000000000e-002	2.546465e+000
2.250000000000000e-002	2.865716e+000
2.500000000000000e-002	3.184966e+000
Step Information: Run=70  (Run: 70/100)
0.000000000000000e+000	-1.569919e-002
2.500000000000000e-003	3.072392e-001
5.000000000000000e-003	6.302613e-001
7.500000000000000e-003	9.532834e-001
1.000000000000000e-002	1.276306e+000
1.250000000000000e-002	1.599328e+000
1.500000000000000e-002	1.922350e+000
1.750000000000000e-002	2.245372e+000
2.000000000000000e-002	2.568394e+000
2.250000000000000e-002	2.891416e+000
2.500000000000000e-002	3.214438e+000
Step Information: Run=71  (Run: 71/100)
0.000000000000000e+000	1.261733e-002
2.500000000000000e-003	3.338682e-001
5.000000000000000e-003	6.551678e-001
7.500000000000000e-003	9.764673e-001
1.000000000000000e-002	1.297767e+000
1.250000000000000e-002	1.619066e+000
1.500000000000000e-002	1.940366e+000
1.750000000000000e-002	2.261665e+000
2.000000000000000e-002	2.582965e+000
2.250000000000000e-002	2.904264e+000
2.500000000000000e-002	3.225564e+000
Step Information: Run=72  (Run: 72/100)
0.000000000000000e+000	-1.918247e-002
2.500000000000000e-003	3.027724e-001
5.000000000000000e-003	6.248158e-001
7.500000000000000e-003	9.468591e-001
1.000000000000000e-002	1.268903e+000
1.250000000000000e-002	1.590946e+000
1.500000000000000e-002	1.912989e+000
1.750000000000000e-002	2.235033e+000
2.000000000000000e-002	2.557076e+000
2.250000000000000e-002	2.879119e+000
2.500000000000000e-002	3.201163e+000
Step Information: Run=73  (Run: 73/100)
0.000000000000000e+000	-1.075820e-002
2.500000000000000e-003	3.102005e-001
5.000000000000000e-003	6.312357e-001
7.500000000000000e-003	9.522709e-001
1.000000000000000e-002	1.273306e+000
1.250000000000000e-002	1.594341e+000
1.500000000000000e-002	1.915376e+000
1.750000000000000e-002	2.236412e+000
2.000000000000000e-002	2.557447e+000
2.250000000000000e-002	2.878482e+000
2.500000000000000e-002	3.199517e+000
Step Information: Run=74  (Run: 74/100)
0.000000000000000e+000	1.602894e-002
2.500000000000000e-003	3.364836e-001
5.000000000000000e-003	6.569831e-001
7.500000000000000e-003	9.774826e-001
1.000000000000000e-002	1.297982e+000
1.250000000000000e-002	1.618482e+000
1.500000000000000e-002	1.938981e+000
1.750000000000000e-002	2.259481e+000
2.000000000000000e-002	2.579980e+000
2.250000000000000e-002	2.900480e+000
2.500000000000000e-002	3.220979e+000
Step Information: Run=75  (Run: 75/100)
0.000000000000000e+000	-6.890437e-004
2.500000000000000e-003	3.213073e-001
5.000000000000000e-003	6.433675e-001
7.500000000000000e-003	9.654276e-001
1.000000000000000e-002	1.287488e+000
1.250000000000000e-002	1.609548e+000
1.500000000000000e-002	1.931608e+000
1.750000000000000e-002	2.253668e+000
2.000000000000000e-002	2.575728e+000
2.250000000000000e-002	2.897789e+000
2.500000000000000e-002	3.219849e+000
Step Information: Run=76  (Run: 76/100)
0.000000000000000e+000	-1.883839e-002
2.500000000000000e-003	2.995409e-001
5.000000000000000e-003	6.180072e-001
7.500000000000000e-003	9.364735e-001
1.000000000000000e-002	1.254940e+000
1.250000000000000e-002	1.573406e+000
1.500000000000000e-002	1.891872e+000
1.750000000000000e-002	2.210339e+000
2.000000000000000e-002	2.528805e+000
2.250000000000000e-002	2.847271e+000
2.500000000000000e-002	3.165738e+000
Step Information: Run=77  (Run: 77/100)
0.000000000000000e+000	9.866547e-003
2.500000000000000e-003	3.327024e-001
5.000000000000000e-003	6.555899e-001
7.500000000000000e-003	9.784775e-001
1.000000000000000e-002	1.301365e+000
1.250000000000000e-002	1.624253e+000
1.500000000000000e-002	1.947140e+000
1.750000000000000e-002	2.270028e+000
2.000000000000000e-002	2.592916e+000
2.250000000000000e-002	2.915803e+000
2.500000000000000e-002	3.238691e+000
Step Information: Run=78  (Run: 78/100)
0.000000000000000e+000	1.291564e-002
2.500000000000000e-003	3.326368e-001
5.000000000000000e-003	6.524059e-001
7.500000000000000e-003	9.721751e-001
1.000000000000000e-002	1.291944e+000
1.250000000000000e-002	1.611713e+000
1.500000000000000e-002	1.931483e+000
1.750000000000000e-002	2.251252e+000
2.000000000000000e-002	2.571021e+000
2.250000000000000e-002	2.890790e+000
2.500000000000000e-002	3.210559e+000
Step Information: Run=79  (Run: 79/100)
0.000000000000000e+000	-1.501554e-002
2.500000000000000e-003	3.035121e-001
5.000000000000000e-003	6.221213e-001
7.500000000000000e-003	9.407306e-001
1.000000000000000e-002	1.259340e+000
1.250000000000000e-002	1.577949e+000
1.500000000000000e-002	1.896559e+000
1.750000000000000e-002	2.215168e+000
2.000000000000000e-002	2.533777e+000
2.250000000000000e-002	2.852386e+000
2.500000000000000e-002	3.170996e+000
Step Information: Run=80  (Run: 80/100)
0.000000000000000e+000	1.715755e-002
2.500000000000000e-003	3.385324e-001
5.000000000000000e-003	6.599512e-001
7.500000000000000e-003	9.813700e-001
1.000000000000000e-002	1.302789e+000
1.250000000000000e-002	1.624207e+000
1.500000000000000e-002	1.945626e+000
1.750000000000000e-002	2.267045e+000
2.000000000000000e-002	2.588464e+000
2.250000000000000e-002	2.909883e+000
2.500000000000000e-002	3.231301e+000
Step Information: Run=81  (Run: 81/100)
0.000000000000000e+000	-2.211809e-003
2.500000000000000e-003	3.121450e-001
5.000000000000000e-003	6.265659e-001
7.500000000000000e-003	9.409869e-001
1.000000000000000e-002	1.255408e+000
1.250000000000000e-002	1.569829e+000
1.500000000000000e-002	1.884250e+000
1.750000000000000e-002	2.198671e+000
2.000000000000000e-002	2.513092e+000
2.250000000000000e-002	2.827513e+000
2.500000000000000e-002	3.141934e+000
Step Information: Run=82  (Run: 82/100)
0.000000000000000e+000	1.341550e-002
2.500000000000000e-003	3.378665e-001
5.000000000000000e-003	6.623657e-001
7.500000000000000e-003	9.868649e-001
1.000000000000000e-002	1.311364e+000
1.250000000000000e-002	1.635863e+000
1.500000000000000e-002	1.960362e+000
1.750000000000000e-002	2.284862e+000
2.000000000000000e-002	2.609361e+000
2.250000000000000e-002	2.933860e+000
2.500000000000000e-002	3.258359e+000
Step Information: Run=83  (Run: 83/100)
0.000000000000000e+000	2.148106e-003
2.500000000000000e-003	3.262249e-001
5.000000000000000e-003	6.503626e-001
7.500000000000000e-003	9.745003e-001
1.000000000000000e-002	1.298638e+000
1.250000000000000e-002	1.622776e+000
1.500000000000000e-002	1.946913e+000
1.750000000000000e-002	2.271051e+000
2.000000000000000e-002	2.595189e+000
2.250000000000000e-002	2.919326e+000
2.500000000000000e-002	3.243464e+000
Step Information: Run=84  (Run: 84/100)
0.000000000000000e+000	2.230784e-002
2.500000000000000e-003	3.430251e-001
5.000000000000000e-003	6.637812e-001
7.500000000000000e-003	9.845372e-001
1.000000000000000e-002	1.305293e+000
1.250000000000000e-002	1.626049e+000
1.500000000000000e-002	1.946805e+000
1.750000000000000e-002	2.267561e+000
2.000000000000000e-002	2.588318e+000
2.250000000000000e-002	2.909074e+000
2.500000000000000e-002	3.229830e+000
Step Information: Run=85  (Run: 85/100)
0.000000000000000e+000	1.638584e-003
2.500000000000000e-003	3.212924e-001
5.000000000000000e-003	6.410069e-001
7.500000000000000e-003	9.607214e-001
1.000000000000000e-002	1.280436e+000
1.250000000000000e-002	1.600150e+000
1.500000000000000e-002	1.919865e+000
1.750000000000000e-002	2.239579e+000
2.000000000000000e-002	2.559294e+000
2.250000000000000e-002	2.879009e+000
2.500000000000000e-002	3.198723e+000
Step Information: Run=86  (Run: 86/100)
0.000000000000000e+000	2.815015e-003
2.500000000000000e-003	3.193163e-001
5.000000000000000e-003	6.358762e-001
7.500000000000000e-003	9.524361e-001
1.000000000000000e-002	1.268996e+000
1.250000000000000e-002	1.585556e+000
1.500000000000000e-002	1.902116e+000
1.750000000000000e-002	2.218676e+000
2.000000000000000e-002	2.535236e+000
2.250000000000000e-002	2.851796e+000
2.500000000000000e-002	3.168356e+000
Step Information: Run=87  (Run: 87/100)
0.000000000000000e+000	4.631231e-003
2.500000000000000e-003	3.230436e-001
5.000000000000000e-003	6.415129e-001
7.500000000000000e-003	9.599822e-001
1.000000000000000e-002	1.278452e+000
1.250000000000000e-002	1.596921e+000
1.500000000000000e-002	1.915390e+000
1.750000000000000e-002	2.233860e+000
2.000000000000000e-002	2.552329e+000
2.250000000000000e-002	2.870798e+000
2.500000000000000e-002	3.189267e+000
Step Information: Run=88  (Run: 88/100)
0.000000000000000e+000	3.246894e-003
2.500000000000000e-003	3.234481e-001
5.000000000000000e-003	6.437082e-001
7.500000000000000e-003	9.639682e-001
1.000000000000000e-002	1.284228e+000
1.250000000000000e-002	1.604488e+000
1.500000000000000e-002	1.924748e+000
1.750000000000000e-002	2.245008e+000
2.000000000000000e-002	2.565269e+000
2.250000000000000e-002	2.885529e+000
2.500000000000000e-002	3.205789e+000
Step Information: Run=89  (Run: 89/100)
0.000000000000000e+000	-8.320012e-003
2.500000000000000e-003	3.130076e-001
5.000000000000000e-003	6.344086e-001
7.500000000000000e-003	9.558096e-001
1.000000000000000e-002	1.277211e+000
1.250000000000000e-002	1.598612e+000
1.500000000000000e-002	1.920013e+000
1.750000000000000e-002	2.241414e+000
2.000000000000000e-002	2.562815e+000
2.250000000000000e-002	2.884216e+000
2.500000000000000e-002	3.205617e+000
Step Information: Run=90  (Run: 90/100)
0.000000000000000e+000	-1.411773e-002
2.500000000000000e-003	3.040154e-001
5.000000000000000e-003	6.222290e-001
7.500000000000000e-003	9.404425e-001
1.000000000000000e-002	1.258656e+000
1.250000000000000e-002	1.576870e+000
1.500000000000000e-002	1.895083e+000
1.750000000000000e-002	2.213297e+000
2.000000000000000e-002	2.531510e+000
2.250000000000000e-002	2.849724e+000
2.500000000000000e-002	3.167937e+000
Step Information: Run=91  (Run: 91/100)
0.000000000000000e+000	7.854102e-003
2.500000000000000e-003	3.299209e-001
5.000000000000000e-003	6.520416e-001
7.500000000000000e-003	9.741623e-001
1.000000000000000e-002	1.296283e+000
1.250000000000000e-002	1.618404e+000
1.500000000000000e-002	1.940524e+000
1.750000000000000e-002	2.262645e+000
2.000000000000000e-002	2.584766e+000
2.250000000000000e-002	2.906887e+000
2.500000000000000e-002	3.229007e+000
Step Information: Run=92  (Run: 92/100)
0.000000000000000e+000	1.527892e-002
2.500000000000000e-003	3.383976e-001
5.000000000000000e-003	6.615623e-001
7.500000000000000e-003	9.847270e-001
1.000000000000000e-002	1.307892e+000
1.250000000000000e-002	1.631056e+000
1.500000000000000e-002	1.954221e+000
1.750000000000000e-002	2.277386e+000
2.000000000000000e-002	2.600551e+000
2.250000000000000e-002	2.923715e+000
2.500000000000000e-002	3.246880e+000
Step Information: Run=93  (Run: 93/100)
0.000000000000000e+000	-3.178047e-003
2.500000000000000e-003	3.166211e-001
5.000000000000000e-003	6.364868e-001
7.500000000000000e-003	9.563525e-001
1.000000000000000e-002	1.276218e+000
1.250000000000000e-002	1.596084e+000
1.500000000000000e-002	1.915949e+000
1.750000000000000e-002	2.235815e+000
2.000000000000000e-002	2.555681e+000
2.250000000000000e-002	2.875546e+000
2.500000000000000e-002	3.195412e+000
Step Information: Run=94  (Run: 94/100)
0.000000000000000e+000	-6.492722e-003
2.500000000000000e-003	3.116818e-001
5.000000000000000e-003	6.299266e-001
7.500000000000000e-003	9.481715e-001
1.000000000000000e-002	1.266416e+000
1.250000000000000e-002	1.584661e+000
1.500000000000000e-002	1.902906e+000
1.750000000000000e-002	2.221151e+000
2.000000000000000e-002	2.539396e+000
2.250000000000000e-002	2.857641e+000
2.500000000000000e-002	3.175885e+000
Step Information: Run=95  (Run: 95/100)
0.000000000000000e+000	-6.887802e-003
2.500000000000000e-003	3.087168e-001
5.000000000000000e-003	6.243917e-001
7.500000000000000e-003	9.400667e-001
1.000000000000000e-002	1.255742e+000
1.250000000000000e-002	1.571416e+000
1.500000000000000e-002	1.887091e+000
1.750000000000000e-002	2.202766e+000
2.000000000000000e-002	2.518441e+000
2.250000000000000e-002	2.834116e+000
2.500000000000000e-002	3.149791e+000
Step Information: Run=96  (Run: 96/100)
0.000000000000000e+000	7.004463e-003
2.500000000000000e-003	3.262305e-001
5.000000000000000e-003	6.455110e-001
7.500000000000000e-003	9.647914e-001
1.000000000000000e-002	1.284072e+000
1.250000000000000e-002	1.603352e+000
1.500000000000000e-002	1.922633e+000
1.750000000000000e-002	2.241913e+000
2.000000000000000e-002	2.561194e+000
2.250000000000000e-002	2.880474e+000
2.500000000000000e-002	3.199754e+000
Step Information: Run=97  (Run: 97/100)
0.000000000000000e+000	-1.005753e-002
2.500000000000000e-003	3.106784e-001
5.000000000000000e-003	6.314898e-001
7.500000000000000e-003	9.523013e-001
1.000000000000000e-002	1.273113e+000
1.250000000000000e-002	1.593924e+000
1.500000000000000e-002	1.914736e+000
1.750000000000000e-002	2.235547e+000
2.000000000000000e-002	2.556359e+000
2.250000000000000e-002	2.877170e+000
2.500000000000000e-002	3.197981e+000
Step Information: Run=98  (Run: 98/100)
0.000000000000000e+000	1.783831e-002
2.500000000000000e-003	3.391857e-001
5.000000000000000e-003	6.605763e-001
7.500000000000000e-003	9.819669e-001
1.000000000000000e-002	1.303357e+000
1.250000000000000e-002	1.624748e+000
1.500000000000000e-002	1.946139e+000
1.750000000000000e-002	2.267529e+000
2.000000000000000e-002	2.588920e+000
2.250000000000000e-002	2.910311e+000
2.500000000000000e-002	3.231701e+000
Step Information: Run=99  (Run: 99/100)
0.000000000000000e+000	-1.236678e-002
2.500000000000000e-003	3.069481e-001
5.000000000000000e-003	6.263412e-001
7.500000000000000e-003	9.457343e-001
1.000000000000000e-002	1.265127e+000
1.250000000000000e-002	1.584520e+000
1.500000000000000e-002	1.903914e+000
1.750000000000000e-002	2.223307e+000
2.000000000000000e-002	2.542700e+000
2.250000000000000e-002	2.862093e+000
2.500000000000000e-002	3.181486e+000
Step Information: Run=100  (Run: 100/100)
0.000000000000000e+000	1.025509e-002
2.500000000000000e-003	3.312302e-001
5.000000000000000e-003	6.522564e-001
7.500000000000000e-003	9.732825e-001
1.000000000000000e-002	1.294309e+000
1.250000000000000e-002	1.615335e+000
1.500000000000000e-002	1.936361e+000
1.750000000000000e-002	2.257387e+000
2.000000000000000e-002	2.578413e+000
2.250000000000000e-002	2.899440e+000
2.500000000000000e-002	3.220466e+000
