vcm	V(vout)
3.999999999999999e-002	-1.397956e-002
5.000000000000000e-002	-1.376545e-002
6.000000000000000e-002	-1.355267e-002
6.999999999999999e-002	-1.334116e-002
7.999999999999999e-002	-1.313078e-002
8.999999999999998e-002	-1.292134e-002
1.000000000000000e-001	-1.271258e-002
Step Information: Run=33  (Run: 33/100)
-1.000000000000000e-001	4.901627e-003
-9.000000000000001e-002	5.083187e-003
-8.000000000000002e-002	5.264174e-003
-7.000000000000002e-002	5.444369e-003
-6.000000000000002e-002	5.623546e-003
-5.000000000000002e-002	5.801521e-003
-4.000000000000002e-002	5.978187e-003
-3.000000000000001e-002	6.153518e-003
-2.000000000000001e-002	6.327550e-003
-1.000000000000001e-002	6.500342e-003
-1.040834085586084e-017	6.671943e-003
9.999999999999990e-003	6.842379e-003
1.999999999999999e-002	7.011645e-003
2.999999999999999e-002	7.179704e-003
3.999999999999999e-002	7.346500e-003
5.000000000000000e-002	7.511980e-003
6.000000000000000e-002	7.676127e-003
6.999999999999999e-002	7.838993e-003
7.999999999999999e-002	8.000719e-003
8.999999999999998e-002	8.161512e-003
1.000000000000000e-001	8.321601e-003
Step Information: Run=34  (Run: 34/100)
-1.000000000000000e-001	-1.204177e-002
-9.000000000000001e-002	-1.157874e-002
-8.000000000000002e-002	-1.111628e-002
-7.000000000000002e-002	-1.065462e-002
-6.000000000000002e-002	-1.019397e-002
-5.000000000000002e-002	-9.734537e-003
-4.000000000000002e-002	-9.276412e-003
-3.000000000000001e-002	-8.819624e-003
-2.000000000000001e-002	-8.364134e-003
-1.000000000000001e-002	-7.909887e-003
-1.040834085586084e-017	-7.456831e-003
9.999999999999990e-003	-7.004941e-003
1.999999999999999e-002	-6.554223e-003
2.999999999999999e-002	-6.104714e-003
3.999999999999999e-002	-5.656470e-003
5.000000000000000e-002	-5.209544e-003
6.000000000000000e-002	-4.763954e-003
6.999999999999999e-002	-4.319645e-003
7.999999999999999e-002	-3.876474e-003
8.999999999999998e-002	-3.434237e-003
1.000000000000000e-001	-2.992701e-003
Step Information: Run=35  (Run: 35/100)
-1.000000000000000e-001	-1.706064e-002
-9.000000000000001e-002	-1.665602e-002
-8.000000000000002e-002	-1.625198e-002
-7.000000000000002e-002	-1.584875e-002
-6.000000000000002e-002	-1.544656e-002
-5.000000000000002e-002	-1.504559e-002
-4.000000000000002e-002	-1.464594e-002
-3.000000000000001e-002	-1.424765e-002
-2.000000000000001e-002	-1.385068e-002
-1.000000000000001e-002	-1.345496e-002
-1.040834085586084e-017	-1.306046e-002
9.999999999999990e-003	-1.266713e-002
1.999999999999999e-002	-1.227499e-002
2.999999999999999e-002	-1.188407e-002
3.999999999999999e-002	-1.149444e-002
5.000000000000000e-002	-1.110614e-002
6.000000000000000e-002	-1.071919e-002
6.999999999999999e-002	-1.033354e-002
7.999999999999999e-002	-9.949042e-003
8.999999999999998e-002	-9.565490e-003
1.000000000000000e-001	-9.182648e-003
Step Information: Run=36  (Run: 36/100)
-1.000000000000000e-001	-9.759552e-004
-9.000000000000001e-002	-1.259231e-003
-8.000000000000002e-002	-1.543095e-003
-7.000000000000002e-002	-1.827773e-003
-6.000000000000002e-002	-2.113495e-003
-5.000000000000002e-002	-2.400451e-003
-4.000000000000002e-002	-2.688749e-003
-3.000000000000001e-002	-2.978413e-003
-2.000000000000001e-002	-3.269407e-003
-1.000000000000001e-002	-3.561673e-003
-1.040834085586084e-017	-3.855157e-003
9.999999999999990e-003	-4.149834e-003
1.999999999999999e-002	-4.445711e-003
2.999999999999999e-002	-4.742824e-003
3.999999999999999e-002	-5.041231e-003
5.000000000000000e-002	-5.340987e-003
6.000000000000000e-002	-5.642110e-003
6.999999999999999e-002	-5.944542e-003
7.999999999999999e-002	-6.248139e-003
8.999999999999998e-002	-6.552690e-003
1.000000000000000e-001	-6.857959e-003
Step Information: Run=37  (Run: 37/100)
-1.000000000000000e-001	1.370820e-002
-9.000000000000001e-002	1.313029e-002
-8.000000000000002e-002	1.255181e-002
-7.000000000000002e-002	1.197252e-002
-6.000000000000002e-002	1.139221e-002
-5.000000000000002e-002	1.081067e-002
-4.000000000000002e-002	1.022780e-002
-3.000000000000001e-002	9.643583e-003
-2.000000000000001e-002	9.058046e-003
-1.000000000000001e-002	8.471250e-003
-1.040834085586084e-017	7.883246e-003
9.999999999999990e-003	7.294061e-003
1.999999999999999e-002	6.703689e-003
2.999999999999999e-002	6.112093e-003
3.999999999999999e-002	5.519215e-003
5.000000000000000e-002	4.925001e-003
6.000000000000000e-002	4.329436e-003
6.999999999999999e-002	3.732572e-003
7.999999999999999e-002	3.134552e-003
8.999999999999998e-002	2.535588e-003
1.000000000000000e-001	1.935913e-003
Step Information: Run=38  (Run: 38/100)
-1.000000000000000e-001	-1.095291e-002
-9.000000000000001e-002	-1.045025e-002
-8.000000000000002e-002	-9.948174e-003
-7.000000000000002e-002	-9.446904e-003
-6.000000000000002e-002	-8.946669e-003
-5.000000000000002e-002	-8.447657e-003
-4.000000000000002e-002	-7.949975e-003
-3.000000000000001e-002	-7.453648e-003
-2.000000000000001e-002	-6.958639e-003
-1.000000000000001e-002	-6.464889e-003
-1.040834085586084e-017	-5.972347e-003
9.999999999999990e-003	-5.480987e-003
1.999999999999999e-002	-4.990815e-003
2.999999999999999e-002	-4.501869e-003
3.999999999999999e-002	-4.014207e-003
5.000000000000000e-002	-3.527880e-003
6.000000000000000e-002	-3.042908e-003
6.999999999999999e-002	-2.559235e-003
7.999999999999999e-002	-2.076718e-003
8.999999999999998e-002	-1.595146e-003
1.000000000000000e-001	-1.114286e-003
Step Information: Run=39  (Run: 39/100)
-1.000000000000000e-001	3.875865e-003
-9.000000000000001e-002	3.924766e-003
-8.000000000000002e-002	3.973088e-003
-7.000000000000002e-002	4.020609e-003
-6.000000000000002e-002	4.067102e-003
-5.000000000000002e-002	4.112381e-003
-4.000000000000002e-002	4.156336e-003
-3.000000000000001e-002	4.198946e-003
-2.000000000000001e-002	4.240243e-003
-1.000000000000001e-002	4.280288e-003
-1.040834085586084e-017	4.319130e-003
9.999999999999990e-003	4.356797e-003
1.999999999999999e-002	4.393282e-003
2.999999999999999e-002	4.428548e-003
3.999999999999999e-002	4.462538e-003
5.000000000000000e-002	4.495200e-003
6.000000000000000e-002	4.526515e-003
6.999999999999999e-002	4.556538e-003
7.999999999999999e-002	4.585410e-003
8.999999999999998e-002	4.613340e-003
1.000000000000000e-001	4.640560e-003
Step Information: Run=40  (Run: 40/100)
-1.000000000000000e-001	1.128016e-002
-9.000000000000001e-002	1.131226e-002
-8.000000000000002e-002	1.134386e-002
-7.000000000000002e-002	1.137466e-002
-6.000000000000002e-002	1.140444e-002
-5.000000000000002e-002	1.143300e-002
-4.000000000000002e-002	1.146023e-002
-3.000000000000001e-002	1.148611e-002
-2.000000000000001e-002	1.151068e-002
-1.000000000000001e-002	1.153399e-002
-1.040834085586084e-017	1.155609e-002
9.999999999999990e-003	1.157702e-002
1.999999999999999e-002	1.159676e-002
2.999999999999999e-002	1.161528e-002
3.999999999999999e-002	1.163252e-002
5.000000000000000e-002	1.164843e-002
6.000000000000000e-002	1.166299e-002
6.999999999999999e-002	1.167626e-002
7.999999999999999e-002	1.168837e-002
8.999999999999998e-002	1.169953e-002
1.000000000000000e-001	1.170998e-002
Step Information: Run=41  (Run: 41/100)
-1.000000000000000e-001	1.483632e-002
-9.000000000000001e-002	1.422431e-002
-8.000000000000002e-002	1.361172e-002
-7.000000000000002e-002	1.299832e-002
-6.000000000000002e-002	1.238390e-002
-5.000000000000002e-002	1.176826e-002
-4.000000000000002e-002	1.115128e-002
-3.000000000000001e-002	1.053296e-002
-2.000000000000001e-002	9.913315e-003
-1.000000000000001e-002	9.292413e-003
-1.040834085586084e-017	8.670301e-003
9.999999999999990e-003	8.047009e-003
1.999999999999999e-002	7.422529e-003
2.999999999999999e-002	6.796825e-003
3.999999999999999e-002	6.169840e-003
5.000000000000000e-002	5.541519e-003
6.000000000000000e-002	4.911845e-003
6.999999999999999e-002	4.280873e-003
7.999999999999999e-002	3.648744e-003
8.999999999999998e-002	3.015671e-003
1.000000000000000e-001	2.381885e-003
Step Information: Run=42  (Run: 42/100)
-1.000000000000000e-001	7.079097e-003
-9.000000000000001e-002	7.061630e-003
-8.000000000000002e-002	7.043587e-003
-7.000000000000002e-002	7.024748e-003
-6.000000000000002e-002	7.004885e-003
-5.000000000000002e-002	6.983814e-003
-4.000000000000002e-002	6.961427e-003
-3.000000000000001e-002	6.937698e-003
-2.000000000000001e-002	6.912664e-003
-1.000000000000001e-002	6.886381e-003
-1.040834085586084e-017	6.858902e-003
9.999999999999990e-003	6.830252e-003
1.999999999999999e-002	6.800426e-003
2.999999999999999e-002	6.769386e-003
3.999999999999999e-002	6.737076e-003
5.000000000000000e-002	6.703444e-003
6.000000000000000e-002	6.668471e-003
6.999999999999999e-002	6.632211e-003
7.999999999999999e-002	6.594806e-003
8.999999999999998e-002	6.556461e-003
1.000000000000000e-001	6.517408e-003
Step Information: Run=43  (Run: 43/100)
-1.000000000000000e-001	1.954182e-003
-9.000000000000001e-002	2.097341e-003
-8.000000000000002e-002	2.239920e-003
-7.000000000000002e-002	2.381698e-003
-6.000000000000002e-002	2.522448e-003
-5.000000000000002e-002	2.661982e-003
-4.000000000000002e-002	2.800193e-003
-3.000000000000001e-002	2.937057e-003
-2.000000000000001e-002	3.072608e-003
-1.000000000000001e-002	3.206906e-003
-1.040834085586084e-017	3.340001e-003
9.999999999999990e-003	3.471920e-003
1.999999999999999e-002	3.602655e-003
2.999999999999999e-002	3.732172e-003
3.999999999999999e-002	3.860412e-003
5.000000000000000e-002	3.987323e-003
6.000000000000000e-002	4.112886e-003
6.999999999999999e-002	4.237156e-003
7.999999999999999e-002	4.360276e-003
8.999999999999998e-002	4.482452e-003
1.000000000000000e-001	4.603917e-003
Step Information: Run=44  (Run: 44/100)
-1.000000000000000e-001	1.277144e-002
-9.000000000000001e-002	1.257586e-002
-8.000000000000002e-002	1.237970e-002
-7.000000000000002e-002	1.218274e-002
-6.000000000000002e-002	1.198477e-002
-5.000000000000002e-002	1.178559e-002
-4.000000000000002e-002	1.158509e-002
-3.000000000000001e-002	1.138325e-002
-2.000000000000001e-002	1.118011e-002
-1.000000000000001e-002	1.097572e-002
-1.040834085586084e-017	1.077013e-002
9.999999999999990e-003	1.056338e-002
1.999999999999999e-002	1.035544e-002
2.999999999999999e-002	1.014630e-002
3.999999999999999e-002	9.935883e-003
5.000000000000000e-002	9.724148e-003
6.000000000000000e-002	9.511071e-003
6.999999999999999e-002	9.296709e-003
7.999999999999999e-002	9.081201e-003
8.999999999999998e-002	8.864754e-003
1.000000000000000e-001	8.647598e-003
Step Information: Run=45  (Run: 45/100)
-1.000000000000000e-001	2.294845e-002
-9.000000000000001e-002	2.261800e-002
-8.000000000000002e-002	2.228696e-002
-7.000000000000002e-002	2.195513e-002
-6.000000000000002e-002	2.162227e-002
-5.000000000000002e-002	2.128818e-002
-4.000000000000002e-002	2.095277e-002
-3.000000000000001e-002	2.061600e-002
-2.000000000000001e-002	2.027791e-002
-1.000000000000001e-002	1.993856e-002
-1.040834085586084e-017	1.959800e-002
9.999999999999990e-003	1.925626e-002
1.999999999999999e-002	1.891332e-002
2.999999999999999e-002	1.856917e-002
3.999999999999999e-002	1.822373e-002
5.000000000000000e-002	1.787695e-002
6.000000000000000e-002	1.752882e-002
6.999999999999999e-002	1.717939e-002
7.999999999999999e-002	1.682880e-002
8.999999999999998e-002	1.647726e-002
1.000000000000000e-001	1.612500e-002
Step Information: Run=46  (Run: 46/100)
-1.000000000000000e-001	1.872507e-002
-9.000000000000001e-002	1.798894e-002
-8.000000000000002e-002	1.725224e-002
-7.000000000000002e-002	1.651476e-002
-6.000000000000002e-002	1.577625e-002
-5.000000000000002e-002	1.503653e-002
-4.000000000000002e-002	1.429550e-002
-3.000000000000001e-002	1.355313e-002
-2.000000000000001e-002	1.280945e-002
-1.000000000000001e-002	1.206453e-002
-1.040834085586084e-017	1.131840e-002
9.999999999999990e-003	1.057111e-002
1.999999999999999e-002	9.822643e-003
2.999999999999999e-002	9.072963e-003
3.999999999999999e-002	8.322014e-003
5.000000000000000e-002	7.569742e-003
6.000000000000000e-002	6.816130e-003
6.999999999999999e-002	6.061231e-003
7.999999999999999e-002	5.305186e-003
8.999999999999998e-002	4.548206e-003
1.000000000000000e-001	3.790520e-003
Step Information: Run=47  (Run: 47/100)
-1.000000000000000e-001	-1.721435e-002
-9.000000000000001e-002	-1.720982e-002
-8.000000000000002e-002	-1.720588e-002
-7.000000000000002e-002	-1.720274e-002
-6.000000000000002e-002	-1.720063e-002
-5.000000000000002e-002	-1.719974e-002
-4.000000000000002e-002	-1.720017e-002
-3.000000000000001e-002	-1.720196e-002
-2.000000000000001e-002	-1.720505e-002
-1.000000000000001e-002	-1.720940e-002
-1.040834085586084e-017	-1.721495e-002
9.999999999999990e-003	-1.722167e-002
1.999999999999999e-002	-1.722958e-002
2.999999999999999e-002	-1.723871e-002
3.999999999999999e-002	-1.724912e-002
5.000000000000000e-002	-1.726086e-002
6.000000000000000e-002	-1.727394e-002
6.999999999999999e-002	-1.728832e-002
7.999999999999999e-002	-1.730385e-002
8.999999999999998e-002	-1.732031e-002
1.000000000000000e-001	-1.733748e-002
Step Information: Run=48  (Run: 48/100)
-1.000000000000000e-001	-8.645875e-003
-9.000000000000001e-002	-8.515934e-003
-8.000000000000002e-002	-8.386574e-003
-7.000000000000002e-002	-8.258015e-003
-6.000000000000002e-002	-8.130484e-003
-5.000000000000002e-002	-8.004169e-003
-4.000000000000002e-002	-7.879174e-003
-3.000000000000001e-002	-7.755525e-003
-2.000000000000001e-002	-7.633185e-003
-1.000000000000001e-002	-7.512095e-003
-1.040834085586084e-017	-7.392205e-003
9.999999999999990e-003	-7.273490e-003
1.999999999999999e-002	-7.155955e-003
2.999999999999999e-002	-7.039639e-003
3.999999999999999e-002	-6.924596e-003
5.000000000000000e-002	-6.810880e-003
6.000000000000000e-002	-6.698510e-003
6.999999999999999e-002	-6.587429e-003
7.999999999999999e-002	-6.477495e-003
8.999999999999998e-002	-6.368501e-003
1.000000000000000e-001	-6.260213e-003
Step Information: Run=49  (Run: 49/100)
-1.000000000000000e-001	-1.373336e-002
-9.000000000000001e-002	-1.331344e-002
-8.000000000000002e-002	-1.289409e-002
-7.000000000000002e-002	-1.247554e-002
-6.000000000000002e-002	-1.205803e-002
-5.000000000000002e-002	-1.164172e-002
-4.000000000000002e-002	-1.122674e-002
-3.000000000000001e-002	-1.081310e-002
-2.000000000000001e-002	-1.040077e-002
-1.000000000000001e-002	-9.989697e-003
-1.040834085586084e-017	-9.579818e-003
9.999999999999990e-003	-9.171113e-003
1.999999999999999e-002	-8.763589e-003
2.999999999999999e-002	-8.357282e-003
3.999999999999999e-002	-7.952249e-003
5.000000000000000e-002	-7.548543e-003
6.000000000000000e-002	-7.146182e-003
6.999999999999999e-002	-6.745110e-003
7.999999999999999e-002	-6.345187e-003
8.999999999999998e-002	-5.946202e-003
1.000000000000000e-001	-5.547925e-003
Step Information: Run=50  (Run: 50/100)
-1.000000000000000e-001	2.579071e-002
-9.000000000000001e-002	2.518320e-002
-8.000000000000002e-002	2.457510e-002
-7.000000000000002e-002	2.396622e-002
-6.000000000000002e-002	2.335631e-002
-5.000000000000002e-002	2.274519e-002
-4.000000000000002e-002	2.213275e-002
-3.000000000000001e-002	2.151897e-002
-2.000000000000001e-002	2.090388e-002
-1.000000000000001e-002	2.028754e-002
-1.040834085586084e-017	1.966999e-002
9.999999999999990e-003	1.905128e-002
1.999999999999999e-002	1.843138e-002
2.999999999999999e-002	1.781027e-002
3.999999999999999e-002	1.718789e-002
5.000000000000000e-002	1.656418e-002
6.000000000000000e-002	1.593912e-002
6.999999999999999e-002	1.531278e-002
7.999999999999999e-002	1.468529e-002
8.999999999999998e-002	1.405685e-002
1.000000000000000e-001	1.342771e-002
Step Information: Run=51  (Run: 51/100)
-1.000000000000000e-001	2.572076e-002
-9.000000000000001e-002	2.524323e-002
-8.000000000000002e-002	2.476512e-002
-7.000000000000002e-002	2.428620e-002
-6.000000000000002e-002	2.380625e-002
-5.000000000000002e-002	2.332506e-002
-4.000000000000002e-002	2.284252e-002
-3.000000000000001e-002	2.235862e-002
-2.000000000000001e-002	2.187338e-002
-1.000000000000001e-002	2.138688e-002
-1.040834085586084e-017	2.089914e-002
9.999999999999990e-003	2.041022e-002
1.999999999999999e-002	1.992010e-002
2.999999999999999e-002	1.942873e-002
3.999999999999999e-002	1.893608e-002
5.000000000000000e-002	1.844207e-002
6.000000000000000e-002	1.794670e-002
6.999999999999999e-002	1.745001e-002
7.999999999999999e-002	1.695215e-002
8.999999999999998e-002	1.645333e-002
1.000000000000000e-001	1.595379e-002
Step Information: Run=52  (Run: 52/100)
-1.000000000000000e-001	6.188560e-003
-9.000000000000001e-002	5.800528e-003
-8.000000000000002e-002	5.411916e-003
-7.000000000000002e-002	5.022505e-003
-6.000000000000002e-002	4.632066e-003
-5.000000000000002e-002	4.240411e-003
-4.000000000000002e-002	3.847434e-003
-3.000000000000001e-002	3.453109e-003
-2.000000000000001e-002	3.057473e-003
-1.000000000000001e-002	2.660583e-003
-1.040834085586084e-017	2.262492e-003
9.999999999999990e-003	1.863225e-003
1.999999999999999e-002	1.462775e-003
2.999999999999999e-002	1.061106e-003
3.999999999999999e-002	6.581623e-004
5.000000000000000e-002	2.538888e-004
6.000000000000000e-002	-1.517312e-004
6.999999999999999e-002	-5.586434e-004
7.999999999999999e-002	-9.667051e-004
8.999999999999998e-002	-1.375707e-003
1.000000000000000e-001	-1.785417e-003
Step Information: Run=53  (Run: 53/100)
-1.000000000000000e-001	-2.036555e-002
-9.000000000000001e-002	-1.978010e-002
-8.000000000000002e-002	-1.919523e-002
-7.000000000000002e-002	-1.861114e-002
-6.000000000000002e-002	-1.802809e-002
-5.000000000000002e-002	-1.744623e-002
-4.000000000000002e-002	-1.686569e-002
-3.000000000000001e-002	-1.628649e-002
-2.000000000000001e-002	-1.570858e-002
-1.000000000000001e-002	-1.513191e-002
-1.040834085586084e-017	-1.455644e-002
9.999999999999990e-003	-1.398213e-002
1.999999999999999e-002	-1.340899e-002
2.999999999999999e-002	-1.283706e-002
3.999999999999999e-002	-1.226639e-002
5.000000000000000e-002	-1.169705e-002
6.000000000000000e-002	-1.112903e-002
6.999999999999999e-002	-1.056230e-002
7.999999999999999e-002	-9.996707e-003
8.999999999999998e-002	-9.432042e-003
1.000000000000000e-001	-8.868078e-003
Step Information: Run=54  (Run: 54/100)
-1.000000000000000e-001	-7.718015e-003
-9.000000000000001e-002	-7.530044e-003
-8.000000000000002e-002	-7.342650e-003
-7.000000000000002e-002	-7.156055e-003
-6.000000000000002e-002	-6.970484e-003
-5.000000000000002e-002	-6.786122e-003
-4.000000000000002e-002	-6.603077e-003
-3.000000000000001e-002	-6.421372e-003
-2.000000000000001e-002	-6.240971e-003
-1.000000000000001e-002	-6.061817e-003
-1.040834085586084e-017	-5.883859e-003
9.999999999999990e-003	-5.707070e-003
1.999999999999999e-002	-5.531458e-003
2.999999999999999e-002	-5.357058e-003
3.999999999999999e-002	-5.183929e-003
5.000000000000000e-002	-5.012121e-003
6.000000000000000e-002	-4.841653e-003
6.999999999999999e-002	-4.672471e-003
7.999999999999999e-002	-4.504433e-003
8.999999999999998e-002	-4.337330e-003
1.000000000000000e-001	-4.170933e-003
Step Information: Run=55  (Run: 55/100)
-1.000000000000000e-001	1.914645e-002
-9.000000000000001e-002	1.834027e-002
-8.000000000000002e-002	1.753351e-002
-7.000000000000002e-002	1.672594e-002
-6.000000000000002e-002	1.591735e-002
-5.000000000000002e-002	1.510754e-002
-4.000000000000002e-002	1.429639e-002
-3.000000000000001e-002	1.348389e-002
-2.000000000000001e-002	1.267007e-002
-1.000000000000001e-002	1.185499e-002
-1.040834085586084e-017	1.103870e-002
9.999999999999990e-003	1.022123e-002
1.999999999999999e-002	9.402568e-003
2.999999999999999e-002	8.582681e-003
3.999999999999999e-002	7.761511e-003
5.000000000000000e-002	6.939003e-003
6.000000000000000e-002	6.115140e-003
6.999999999999999e-002	5.289977e-003
7.999999999999999e-002	4.463658e-003
8.999999999999998e-002	3.636392e-003
1.000000000000000e-001	2.808416e-003
Step Information: Run=56  (Run: 56/100)
-1.000000000000000e-001	-1.087171e-003
-9.000000000000001e-002	-8.944587e-004
-8.000000000000002e-002	-7.023305e-004
-7.000000000000002e-002	-5.110089e-004
-6.000000000000002e-002	-3.207228e-004
-5.000000000000002e-002	-1.316597e-004
-4.000000000000002e-002	5.607212e-005
-3.000000000000001e-002	2.424487e-004
-2.000000000000001e-002	4.275057e-004
-1.000000000000001e-002	6.113017e-004
-1.040834085586084e-017	7.938885e-004
9.999999999999990e-003	9.752919e-004
1.999999999999999e-002	1.155506e-003
2.999999999999999e-002	1.334492e-003
3.999999999999999e-002	1.512196e-003
5.000000000000000e-002	1.688562e-003
6.000000000000000e-002	1.863573e-003
6.999999999999999e-002	2.037283e-003
7.999999999999999e-002	2.209835e-003
8.999999999999998e-002	2.381440e-003
1.000000000000000e-001	2.552331e-003
Step Information: Run=57  (Run: 57/100)
-1.000000000000000e-001	4.609101e-003
-9.000000000000001e-002	4.897936e-003
-8.000000000000002e-002	5.186190e-003
-7.000000000000002e-002	5.473642e-003
-6.000000000000002e-002	5.760062e-003
-5.000000000000002e-002	6.045266e-003
-4.000000000000002e-002	6.329143e-003
-3.000000000000001e-002	6.611670e-003
-2.000000000000001e-002	6.892882e-003
-1.000000000000001e-002	7.172838e-003
-1.040834085586084e-017	7.451589e-003
9.999999999999990e-003	7.729162e-003
1.999999999999999e-002	8.005548e-003
2.999999999999999e-002	8.280714e-003
3.999999999999999e-002	8.554601e-003
5.000000000000000e-002	8.827155e-003
6.000000000000000e-002	9.098360e-003
6.999999999999999e-002	9.368269e-003
7.999999999999999e-002	9.637023e-003
8.999999999999998e-002	9.904834e-003
1.000000000000000e-001	1.017193e-002
Step Information: Run=58  (Run: 58/100)
-1.000000000000000e-001	5.109384e-003
-9.000000000000001e-002	5.391375e-003
-8.000000000000002e-002	5.672784e-003
-7.000000000000002e-002	5.953389e-003
-6.000000000000002e-002	6.232962e-003
-5.000000000000002e-002	6.511313e-003
-4.000000000000002e-002	6.788337e-003
-3.000000000000001e-002	7.064007e-003
-2.000000000000001e-002	7.338360e-003
-1.000000000000001e-002	7.611454e-003
-1.040834085586084e-017	7.883341e-003
9.999999999999990e-003	8.154047e-003
1.999999999999999e-002	8.423565e-003
2.999999999999999e-002	8.691859e-003
3.999999999999999e-002	8.958871e-003
5.000000000000000e-002	9.224549e-003
6.000000000000000e-002	9.488874e-003
6.999999999999999e-002	9.751901e-003
7.999999999999999e-002	1.001377e-002
8.999999999999998e-002	1.027469e-002
1.000000000000000e-001	1.053490e-002
Step Information: Run=59  (Run: 59/100)
-1.000000000000000e-001	1.686995e-002
-9.000000000000001e-002	1.622302e-002
-8.000000000000002e-002	1.557551e-002
-7.000000000000002e-002	1.492721e-002
-6.000000000000002e-002	1.427790e-002
-5.000000000000002e-002	1.362738e-002
-4.000000000000002e-002	1.297554e-002
-3.000000000000001e-002	1.232237e-002
-2.000000000000001e-002	1.166790e-002
-1.000000000000001e-002	1.101218e-002
-1.040834085586084e-017	1.035526e-002
9.999999999999990e-003	9.697180e-003
1.999999999999999e-002	9.037925e-003
2.999999999999999e-002	8.377460e-003
3.999999999999999e-002	7.715728e-003
5.000000000000000e-002	7.052677e-003
6.000000000000000e-002	6.388288e-003
6.999999999999999e-002	5.722614e-003
7.999999999999999e-002	5.055798e-003
8.999999999999998e-002	4.388047e-003
1.000000000000000e-001	3.719593e-003
Step Information: Run=60  (Run: 60/100)
-1.000000000000000e-001	-1.504119e-002
-9.000000000000001e-002	-1.510645e-002
-8.000000000000002e-002	-1.517228e-002
-7.000000000000002e-002	-1.523891e-002
-6.000000000000002e-002	-1.530658e-002
-5.000000000000002e-002	-1.537545e-002
-4.000000000000002e-002	-1.544564e-002
-3.000000000000001e-002	-1.551717e-002
-2.000000000000001e-002	-1.559001e-002
-1.000000000000001e-002	-1.566409e-002
-1.040834085586084e-017	-1.573937e-002
9.999999999999990e-003	-1.581583e-002
1.999999999999999e-002	-1.589346e-002
2.999999999999999e-002	-1.597230e-002
3.999999999999999e-002	-1.605241e-002
5.000000000000000e-002	-1.613385e-002
6.000000000000000e-002	-1.621663e-002
6.999999999999999e-002	-1.630070e-002
7.999999999999999e-002	-1.638590e-002
8.999999999999998e-002	-1.647205e-002
1.000000000000000e-001	-1.655889e-002
Step Information: Run=61  (Run: 61/100)
-1.000000000000000e-001	1.030196e-002
-9.000000000000001e-002	9.867661e-003
-8.000000000000002e-002	9.432880e-003
-7.000000000000002e-002	8.997303e-003
-6.000000000000002e-002	8.560698e-003
-5.000000000000002e-002	8.122881e-003
-4.000000000000002e-002	7.683743e-003
-3.000000000000001e-002	7.243260e-003
-2.000000000000001e-002	6.801467e-003
-1.000000000000001e-002	6.358422e-003
-1.040834085586084e-017	5.914176e-003
9.999999999999990e-003	5.468757e-003
1.999999999999999e-002	5.022157e-003
2.999999999999999e-002	4.574339e-003
3.999999999999999e-002	4.125249e-003
5.000000000000000e-002	3.674831e-003
6.000000000000000e-002	3.223067e-003
6.999999999999999e-002	2.770013e-003
7.999999999999999e-002	2.315811e-003
8.999999999999998e-002	1.860669e-003
1.000000000000000e-001	1.404820e-003
Step Information: Run=62  (Run: 62/100)
-1.000000000000000e-001	1.144414e-002
-9.000000000000001e-002	1.145117e-002
-8.000000000000002e-002	1.145771e-002
-7.000000000000002e-002	1.146345e-002
-6.000000000000002e-002	1.146816e-002
-5.000000000000002e-002	1.147165e-002
-4.000000000000002e-002	1.147382e-002
-3.000000000000001e-002	1.147464e-002
-2.000000000000001e-002	1.147414e-002
-1.000000000000001e-002	1.147239e-002
-1.040834085586084e-017	1.146943e-002
9.999999999999990e-003	1.146529e-002
1.999999999999999e-002	1.145997e-002
2.999999999999999e-002	1.145342e-002
3.999999999999999e-002	1.144560e-002
5.000000000000000e-002	1.143645e-002
6.000000000000000e-002	1.142594e-002
6.999999999999999e-002	1.141414e-002
7.999999999999999e-002	1.140119e-002
8.999999999999998e-002	1.138729e-002
1.000000000000000e-001	1.137268e-002
Step Information: Run=63  (Run: 63/100)
-1.000000000000000e-001	1.014975e-002
-9.000000000000001e-002	9.705671e-003
-8.000000000000002e-002	9.261105e-003
-7.000000000000002e-002	8.815743e-003
-6.000000000000002e-002	8.369358e-003
-5.000000000000002e-002	7.921764e-003
-4.000000000000002e-002	7.472851e-003
-3.000000000000001e-002	7.022597e-003
-2.000000000000001e-002	6.571035e-003
-1.000000000000001e-002	6.118225e-003
-1.040834085586084e-017	5.664218e-003
9.999999999999990e-003	5.209039e-003
1.999999999999999e-002	4.752683e-003
2.999999999999999e-002	4.295113e-003
3.999999999999999e-002	3.836271e-003
5.000000000000000e-002	3.376106e-003
6.000000000000000e-002	2.914599e-003
6.999999999999999e-002	2.451805e-003
7.999999999999999e-002	1.987865e-003
8.999999999999998e-002	1.522988e-003
1.000000000000000e-001	1.057405e-003
Step Information: Run=64  (Run: 64/100)
-1.000000000000000e-001	-3.955150e-004
-9.000000000000001e-002	-6.800762e-004
-8.000000000000002e-002	-9.652129e-004
-7.000000000000002e-002	-1.251146e-003
-6.000000000000002e-002	-1.538101e-003
-5.000000000000002e-002	-1.826263e-003
-4.000000000000002e-002	-2.115740e-003
-3.000000000000001e-002	-2.406554e-003
-2.000000000000001e-002	-2.698672e-003
-1.000000000000001e-002	-2.992034e-003
-1.040834085586084e-017	-3.286591e-003
9.999999999999990e-003	-3.582316e-003
1.999999999999999e-002	-3.879215e-003
