Freq.	V(cascada)
9.59466897273344e+001	(1.03616461387892e+001dB,1.74385464878987e+002°)
9.61678696899423e+001	(1.03459898584652e+001dB,1.74317005812615e+002°)
9.63895595250221e+001	(1.03303111433111e+001dB,1.74249398250695e+002°)
9.66117604079511e+001	(1.03146109465732e+001dB,1.74182640295096e+002°)
9.68344735168164e+001	(1.02988902132651e+001dB,1.74116730006030e+002°)
9.70577000324208e+001	(1.02831498801634e+001dB,1.74051665403057e+002°)
9.72814411382889e+001	(1.02673908758184e+001dB,1.73987444466091e+002°)
9.75056980206738e+001	(1.02516141205586e+001dB,1.73924065136384e+002°)
9.77304718685632e+001	(1.02358205265001e+001dB,1.73861525317501e+002°)
9.79557638736857e+001	(1.02200109975555e+001dB,1.73799822876280e+002°)
9.81815752305171e+001	(1.02041864294542e+001dB,1.73738955643788e+002°)
9.84079071362867e+001	(1.01883477097495e+001dB,1.73678921416259e+002°)
9.86347607909836e+001	(1.01724957178409e+001dB,1.73619717956012e+002°)
9.88621373973635e+001	(1.01566313249908e+001dB,1.73561342992376e+002°)
9.90900381609545e+001	(1.01407553943472e+001dB,1.73503794222586e+002°)
9.93184642900636e+001	(1.01248687809648e+001dB,1.73447069312675e+002°)
9.95474169957836e+001	(1.01089723318289e+001dB,1.73391165898345e+002°)
9.97768974919988e+001	(1.00930668858809e+001dB,1.73336081585839e+002°)
1.00006906995392e+002	(1.00771532740479e+001dB,1.73281813952786e+002°)
1.00237446725451e+002	(1.00612323192690e+001dB,1.73228360549049e+002°)
1.00468517904474e+002	(1.00453048365284e+001dB,1.73175718897540e+002°)
1.00700121757577e+002	(1.00293716328841e+001dB,1.73123886495049e+002°)
1.00932259512702e+002	(1.00134335075013e+001dB,1.73072860813034e+002°)
1.01164932400619e+002	(9.99749125168843e+000dB,1.73022639298417e+002°)
1.01398141654937e+002	(9.98154564893393e+000dB,1.72973219374361e+002°)
1.01631888512108e+002	(9.96559747493677e+000dB,1.72924598441031e+002°)
1.01866174211435e+002	(9.94964749765355e+000dB,1.72876773876356e+002°)
1.02100999995078e+002	(9.93369647733143e+000dB,1.72829743036758e+002°)
1.02336367108058e+002	(9.91774516654503e+000dB,1.72783503257888e+002°)
1.02572276798269e+002	(9.90179431024833e+000dB,1.72738051855340e+002°)
1.02808730316481e+002	(9.88584464580782e+000dB,1.72693386125355e+002°)
1.03045728916348e+002	(9.86989690304755e+000dB,1.72649503345515e+002°)
1.03283273854410e+002	(9.85395180429642e+000dB,1.72606400775421e+002°)
1.03521366390110e+002	(9.83801006442798e+000dB,1.72564075657360e+002°)
1.03760007785788e+002	(9.82207239090840e+000dB,1.72522525216965e+002°)
1.03999199306699e+002	(9.80613948384551e+000dB,1.72481746663858e+002°)
1.04238942221012e+002	(9.79021203602954e+000dB,1.72441737192283e+002°)
1.04479237799820e+002	(9.77429073298931e+000dB,1.72402493981727e+002°)
1.04720087317146e+002	(9.75837625303036e+000dB,1.72364014197530e+002°)
1.04961492049951e+002	(9.74246926729723e+000dB,1.72326294991489e+002°)
1.05203453278137e+002	(9.72657043980688e+000dB,1.72289333502438e+002°)
1.05445972284561e+002	(9.71068042751454e+000dB,1.72253126856824e+002°)
1.05689050355032e+002	(9.69479988035325e+000dB,1.72217672169280e+002°)
1.05932688778328e+002	(9.67892944129389e+000dB,1.72182966543173e+002°)
1.06176888846194e+002	(9.66306974638595e+000dB,1.72149007071149e+002°)
1.06421651853355e+002	(9.64722142482231e+000dB,1.72115790835665e+002°)
1.06666979097520e+002	(9.63138509898102e+000dB,1.72083314909510e+002°)
1.06912871879390e+002	(9.61556138448340e+000dB,1.72051576356319e+002°)
1.07159331502664e+002	(9.59975089024836e+000dB,1.72020572231073e+002°)
1.07406359274046e+002	(9.58395421853990e+000dB,1.71990299580588e+002°)
1.07653956503254e+002	(9.56817196503062e+000dB,1.71960755443998e+002°)
1.07902124503021e+002	(9.55240471884352e+000dB,1.71931936853220e+002°)
1.08150864589112e+002	(9.53665306261542e+000dB,1.71903840833424e+002°)
1.08400178080321e+002	(9.52091757254892e+000dB,1.71876464403473e+002°)
1.08650066298483e+002	(9.50519881846600e+000dB,1.71849804576365e+002°)
1.08900530568480e+002	(9.48949736386342e+000dB,1.71823858359676e+002°)
1.09151572218250e+002	(9.47381376596652e+000dB,1.71798622755967e+002°)
1.09403192578790e+002	(9.45814857578561e+000dB,1.71774094763199e+002°)
1.09655392984167e+002	(9.44250233817240e+000dB,1.71750271375150e+002°)
1.09908174771521e+002	(9.42687559187006e+000dB,1.71727149581785e+002°)
1.10161539281076e+002	(9.41126886957443e+000dB,1.71704726369663e+002°)
1.10415487856147e+002	(9.39568269798499e+000dB,1.71682998722299e+002°)
1.10670021843143e+002	(9.38011759786164e+000dB,1.71661963620535e+002°)
1.10925142591578e+002	(9.36457408407997e+000dB,1.71641618042904e+002°)
1.11180851454076e+002	(9.34905266568524e+000dB,1.71621958965968e+002°)
1.11437149786382e+002	(9.33355384594891e+000dB,1.71602983364671e+002°)
1.11694038947362e+002	(9.31807812242421e+000dB,1.71584688212670e+002°)
1.11951520299018e+002	(9.30262598699852e+000dB,1.71567070482653e+002°)
1.12209595206490e+002	(9.28719792594933e+000dB,1.71550127146665e+002°)
1.12468265038065e+002	(9.27179442000062e+000dB,1.71533855176412e+002°)
1.12727531165186e+002	(9.25641594437523e+000dB,1.71518251543564e+002°)
1.12987394962456e+002	(9.24106296885034e+000dB,1.71503313220046e+002°)
1.13247857807646e+002	(9.22573595781183e+000dB,1.71489037178332e+002°)
1.13508921081705e+002	(9.21043537030766e+000dB,1.71475420391713e+002°)
1.13770586168764e+002	(9.19516166010238e+000dB,1.71462459834577e+002°)
1.14032854456145e+002	(9.17991527573167e+000dB,1.71450152482670e+002°)
1.14295727334369e+002	(9.16469666055487e+000dB,1.71438495313349e+002°)
1.14559206197161e+002	(9.14950625280784e+000dB,1.71427485305843e+002°)
1.14823292441461e+002	(9.13434448565621e+000dB,1.71417119441483e+002°)
1.15087987467427e+002	(9.11921178725012e+000dB,1.71407394703948e+002°)
1.15353292678446e+002	(9.10410858077490e+000dB,1.71398308079493e+002°)
1.15619209481139e+002	(9.08903528450384e+000dB,1.71389856557172e+002°)
1.15885739285372e+002	(9.07399231184940e+000dB,1.71382037129050e+002°)
1.16152883504258e+002	(9.05898007141817e+000dB,1.71374846790424e+002°)
1.16420643554170e+002	(9.04399896705886e+000dB,1.71368282540016e+002°)
1.16689020854744e+002	(9.02904939791438e+000dB,1.71362341380184e+002°)
1.16958016828891e+002	(9.01413175847554e+000dB,1.71357020317108e+002°)
1.17227632902801e+002	(8.99924643862728e+000dB,1.71352316360968e+002°)
1.17497870505951e+002	(8.98439382370085e+000dB,1.71348226526140e+002°)
1.17768731071113e+002	(8.96957429452635e+000dB,1.71344747831368e+002°)
1.18040216034364e+002	(8.95478822747772e+000dB,1.71341877299927e+002°)
1.18312326835090e+002	(8.94003599452824e+000dB,1.71339611959791e+002°)
1.18585064915995e+002	(8.92531796328953e+000dB,1.71337948843792e+002°)
1.18858431723110e+002	(8.91063449707347e+000dB,1.71336884989779e+002°)
1.19132428705797e+002	(8.89598595492964e+000dB,1.71336417440758e+002°)
1.19407057316763e+002	(8.88137269169778e+000dB,1.71336543245038e+002°)
1.19682319012059e+002	(8.86679505805578e+000dB,1.71337259456376e+002°)
1.19958215251097e+002	(8.85225340056360e+000dB,1.71338563134103e+002°)
1.20234747496651e+002	(8.83774806171583e+000dB,1.71340451343257e+002°)
1.20511917214867e+002	(8.82327937998251e+000dB,1.71342921154711e+002°)
1.20789725875271e+002	(8.80884768985917e+000dB,1.71345969645282e+002°)
1.21068174950778e+002	(8.79445332190920e+000dB,1.71349593897858e+002°)
1.21347265917696e+002	(8.78009660281468e+000dB,1.71353791001505e+002°)
1.21627000255739e+002	(8.76577785541324e+000dB,1.71358558051572e+002°)
1.21907379448029e+002	(8.75149739875130e+000dB,1.71363892149794e+002°)
1.22188404981109e+002	(8.73725554812192e+000dB,1.71369790404396e+002°)
1.22470078344950e+002	(8.72305261511298e+000dB,1.71376249930180e+002°)
1.22752401032954e+002	(8.70888890764806e+000dB,1.71383267848618e+002°)
1.23035374541969e+002	(8.69476473002932e+000dB,1.71390841287942e+002°)
1.23319000372291e+002	(8.68068038298228e+000dB,1.71398967383226e+002°)
1.23603280027678e+002	(8.66663616369811e+000dB,1.71407643276459e+002°)
1.23888215015351e+002	(8.65263236587135e+000dB,1.71416866116630e+002°)
1.24173806846008e+002	(8.63866927974818e+000dB,1.71426633059795e+002°)
1.24460057033827e+002	(8.62474719216224e+000dB,1.71436941269143e+002°)
1.24746967096479e+002	(8.61086638657558e+000dB,1.71447787915069e+002°)
1.25034538555132e+002	(8.59702714312348e+000dB,1.71459170175230e+002°)
1.25322772934462e+002	(8.58322973865050e+000dB,1.71471085234605e+002°)
1.25611671762658e+002	(8.56947444675045e+000dB,1.71483530285554e+002°)
1.25901236571434e+002	(8.55576153780639e+000dB,1.71496502527861e+002°)
1.26191468896033e+002	(8.54209127902791e+000dB,1.71509999168795e+002°)
1.26482370275239e+002	(8.52846393449388e+000dB,1.71524017423153e+002°)
1.26773942251380e+002	(8.51487976518456e+000dB,1.71538554513299e+002°)
1.27066186370343e+002	(8.50133902902328e+000dB,1.71553607669210e+002°)
1.27359104181578e+002	(8.48784198091239e+000dB,1.71569174128512e+002°)
1.27652697238104e+002	(8.47438887276751e+000dB,1.71585251136511e+002°)
1.27946967096524e+002	(8.46097995356060e+000dB,1.71601835946239e+002°)
1.28241915317027e+002	(8.44761546934941e+000dB,1.71618925818469e+002°)
1.28537543463399e+002	(8.43429566331391e+000dB,1.71636518021755e+002°)
1.28833853103030e+002	(8.42102077579884e+000dB,1.71654609832444e+002°)
1.29130845806926e+002	(8.40779104433593e+000dB,1.71673198534713e+002°)
1.29428523149711e+002	(8.39460670369108e+000dB,1.71692281420585e+002°)
1.29726886709642e+002	(8.38146798588935e+000dB,1.71711855789939e+002°)
1.30025938068613e+002	(8.36837512025435e+000dB,1.71731918950536e+002°)
1.30325678812163e+002	(8.35532833343885e+000dB,1.71752468218035e+002°)
1.30626110529489e+002	(8.34232784945639e+000dB,1.71773500915987e+002°)
1.30927234813449e+002	(8.32937388971882e+000dB,1.71795014375874e+002°)
1.31229053260576e+002	(8.31646667306331e+000dB,1.71817005937086e+002°)
1.31531567471079e+002	(8.30360641578823e+000dB,1.71839472946952e+002°)
1.31834779048859e+002	(8.29079333168164e+000dB,1.71862412760730e+002°)
1.32138689601514e+002	(8.27802763205273e+000dB,1.71885822741610e+002°)
1.32443300740347e+002	(8.26530952576640e+000dB,1.71909700260719e+002°)
1.32748614080376e+002	(8.25263921926767e+000dB,1.71934042697125e+002°)
1.33054631240343e+002	(8.24001691661606e+000dB,1.71958847437816e+002°)
1.33361353842719e+002	(8.22744281951499e+000dB,1.71984111877712e+002°)
1.33668783513717e+002	(8.21491712733816e+000dB,1.72009833419655e+002°)
1.33976921883300e+002	(8.20244003716162e+000dB,1.72036009474398e+002°)
1.34285770585185e+002	(8.19001174379009e+000dB,1.72062637460596e+002°)
1.34595331256858e+002	(8.17763243978752e+000dB,1.72089714804796e+002°)
1.34905605539579e+002	(8.16530231550292e+000dB,1.72117238941428e+002°)
1.35216595078391e+002	(8.15302155909975e+000dB,1.72145207312785e+002°)
1.35528301522129e+002	(8.14079035658254e+000dB,1.72173617369018e+002°)
1.35840726523431e+002	(8.12860889182000e+000dB,1.72202466568108e+002°)
1.36153871738742e+002	(8.11647734658040e+000dB,1.72231752375854e+002°)
1.36467738828328e+002	(8.10439590054899e+000dB,1.72261472265858e+002°)
1.36782329456280e+002	(8.09236473135785e+000dB,1.72291623719500e+002°)
1.37097645290526e+002	(8.08038401460957e+000dB,1.72322204225916e+002°)
1.37413688002841e+002	(8.06845392390710e+000dB,1.72353211281981e+002°)
1.37730459268849e+002	(8.05657463087516e+000dB,1.72384642392285e+002°)
1.38047960768042e+002	(8.04474630518106e+000dB,1.72416495069098e+002°)
1.38366194183781e+002	(8.03296911456630e+000dB,1.72448766832365e+002°)
1.38685161203308e+002	(8.02124322486726e+000dB,1.72481455209655e+002°)
1.39004863517753e+002	(8.00956880003806e+000dB,1.72514557736158e+002°)
1.39325302822148e+002	(7.99794600217395e+000dB,1.72548071954641e+002°)
1.39646480815428e+002	(7.98637499153709e+000dB,1.72581995415420e+002°)
1.39968399200449e+002	(7.97485592657552e+000dB,1.72616325676335e+002°)
1.40291059683988e+002	(7.96338896394654e+000dB,1.72651060302722e+002°)
1.40614463976761e+002	(7.95197425854345e+000dB,1.72686196867373e+002°)
1.40938613793423e+002	(7.94061196350867e+000dB,1.72721732950503e+002°)
1.41263510852586e+002	(7.92930223026459e+000dB,1.72757666139731e+002°)
1.41589156876821e+002	(7.91804520852657e+000dB,1.72793994030029e+002°)
1.41915553592672e+002	(7.90684104633202e+000dB,1.72830714223698e+002°)
1.42242702730660e+002	(7.89568989005021e+000dB,1.72867824330326e+002°)
1.42570606025298e+002	(7.88459188441710e+000dB,1.72905321966762e+002°)
1.42899265215096e+002	(7.87354717254068e+000dB,1.72943204757068e+002°)
1.43228682042574e+002	(7.86255589593471e+000dB,1.72981470332488e+002°)
1.43558858254266e+002	(7.85161819452378e+000dB,1.73020116331413e+002°)
1.43889795600734e+002	(7.84073420667672e+000dB,1.73059140399334e+002°)
1.44221495836574e+002	(7.82990406921405e+000dB,1.73098540188812e+002°)
1.44553960720428e+002	(7.81912791743496e+000dB,1.73138313359435e+002°)
1.44887192014992e+002	(7.80840588513109e+000dB,1.73178457577779e+002°)
1.45221191487025e+002	(7.79773810460792e+000dB,1.73218970517365e+002°)
1.45555960907358e+002	(7.78712470669843e+000dB,1.73259849858622e+002°)
1.45891502050907e+002	(7.77656582078580e+000dB,1.73301093288846e+002°)
1.46227816696677e+002	(7.76606157481757e+000dB,1.73342698502156e+002°)
1.46564906627774e+002	(7.75561209532612e+000dB,1.73384663199454e+002°)
1.46902773631416e+002	(7.74521750744074e+000dB,1.73426985088383e+002°)
1.47241419498941e+002	(7.73487793490615e+000dB,1.73469661883277e+002°)
1.47580846025814e+002	(7.72459350010460e+000dB,1.73512691305140e+002°)
1.47921055011641e+002	(7.71436432406264e+000dB,1.73556071081570e+002°)
1.48262048260177e+002	(7.70419052647790e+000dB,1.73599798946745e+002°)
1.48603827579334e+002	(7.69407222572088e+000dB,1.73643872641365e+002°)
1.48946394781191e+002	(7.68400953886631e+000dB,1.73688289912604e+002°)
1.49289751682007e+002	(7.67400258169587e+000dB,1.73733048514082e+002°)
1.49633900102224e+002	(7.66405146872119e+000dB,1.73778146205807e+002°)
1.49978841866484e+002	(7.65415631319381e+000dB,1.73823580754127e+002°)
1.50324578803634e+002	(7.64431722712451e+000dB,1.73869349931704e+002°)
1.50671112746737e+002	(7.63453432129077e+000dB,1.73915451517448e+002°)
1.51018445533080e+002	(7.62480770526183e+000dB,1.73961883296486e+002°)
1.51366579004188e+002	(7.61513748739885e+000dB,1.74008643060104e+002°)
1.51715515005830e+002	(7.60552377488370e+000dB,1.74055728605720e+002°)
1.52065255388030e+002	(7.59596667371810e+000dB,1.74103137736816e+002°)
1.52415802005076e+002	(7.58646628874862e+000dB,1.74150868262909e+002°)
1.52767156715531e+002	(7.57702272367480e+000dB,1.74198917999500e+002°)
1.53119321382244e+002	(7.56763608106012e+000dB,1.74247284768022e+002°)
1.53472297872357e+002	(7.55830646234949e+000dB,1.74295966395802e+002°)
1.53826088057315e+002	(7.54903396788026e+000dB,1.74344960716016e+002°)
1.54180693812879e+002	(7.53981869689166e+000dB,1.74394265567632e+002°)
1.54536117019133e+002	(7.53066074754102e+000dB,1.74443878795374e+002°)
1.54892359560497e+002	(7.52156021691640e+000dB,1.74493798249668e+002°)
1.55249423325731e+002	(7.51251720104134e+000dB,1.74544021786610e+002°)
1.55607310207954e+002	(7.50353179489591e+000dB,1.74594547267892e+002°)
1.55966022104645e+002	(7.49460409242220e+000dB,1.74645372560793e+002°)
1.56325560917659e+002	(7.48573418653598e+000dB,1.74696495538092e+002°)
1.56685928553235e+002	(7.47692216914335e+000dB,1.74747914078056e+002°)
1.57047126922007e+002	(7.46816813114263e+000dB,1.74799626064377e+002°)
1.57409157939013e+002	(7.45947216244266e+000dB,1.74851629386123e+002°)
1.57772023523704e+002	(7.45083435197258e+000dB,1.74903921937700e+002°)
1.58135725599958e+002	(7.44225478768585e+000dB,1.74956501618802e+002°)
1.58500266096087e+002	(7.43373355657910e+000dB,1.75009366334368e+002°)
1.58865646944849e+002	(7.42527074469742e+000dB,1.75062513994528e+002°)
1.59231870083456e+002	(7.41686643714574e+000dB,1.75115942514562e+002°)
1.59598937453588e+002	(7.40852071809708e+000dB,1.75169649814858e+002°)
1.59966851001398e+002	(7.40023367080351e+000dB,1.75223633820859e+002°)
1.60335612677528e+002	(7.39200537760845e+000dB,1.75277892463016e+002°)
1.60705224437116e+002	(7.38383591994891e+000dB,1.75332423676752e+002°)
1.61075688239806e+002	(7.37572537837296e+000dB,1.75387225402404e+002°)
1.61447006049760e+002	(7.36767383254093e+000dB,1.75442295585187e+002°)
1.61819179835669e+002	(7.35968136124164e+000dB,1.75497632175146e+002°)
1.62192211570761e+002	(7.35174804239336e+000dB,1.75553233127103e+002°)
1.62566103232812e+002	(7.34387395306380e+000dB,1.75609096400624e+002°)
1.62940856804160e+002	(7.33605916946418e+000dB,1.75665219959965e+002°)
1.63316474271711e+002	(7.32830376697011e+000dB,1.75721601774023e+002°)
1.63692957626950e+002	(7.32060782011967e+000dB,1.75778239816311e+002°)
1.64070308865956e+002	(7.31297140263192e+000dB,1.75835132064887e+002°)
1.64448529989407e+002	(7.30539458740599e+000dB,1.75892276502330e+002°)
1.64827623002593e+002	(7.29787744653352e+000dB,1.75949671115679e+002°)
1.65207589915428e+002	(7.29042005130526e+000dB,1.76007313896408e+002°)
1.65588432742459e+002	(7.28302247221504e+000dB,1.76065202840355e+002°)
1.65970153502877e+002	(7.27568477897852e+000dB,1.76123335947711e+002°)
1.66352754220526e+002	(7.26840704052318e+000dB,1.76181711222941e+002°)
1.66736236923919e+002	(7.26118932501141e+000dB,1.76240326674772e+002°)
1.67120603646242e+002	(7.25403169983911e+000dB,1.76299180316121e+002°)
1.67505856425369e+002	(7.24693423164388e+000dB,1.76358270164078e+002°)
1.67891997303872e+002	(7.23989698631326e+000dB,1.76417594239842e+002°)
1.68279028329031e+002	(7.23292002899324e+000dB,1.76477150568686e+002°)
1.68666951552847e+002	(7.22600342408518e+000dB,1.76536937179916e+002°)
1.69055769032050e+002	(7.21914723526811e+000dB,1.76596952106823e+002°)
1.69445482828111e+002	(7.21235152548949e+000dB,1.76657193386649e+002°)
1.69836095007255e+002	(7.20561635698534e+000dB,1.76717659060531e+002°)
1.70227607640467e+002	(7.19894179127002e+000dB,1.76778347173467e+002°)
1.70620022803510e+002	(7.19232788916214e+000dB,1.76839255774281e+002°)
1.71013342576928e+002	(7.18577471077326e+000dB,1.76900382915564e+002°)
1.71407569046066e+002	(7.17928231552319e+000dB,1.76961726653648e+002°)
1.71802704301071e+002	(7.17285076214165e+000dB,1.77023285048555e+002°)
1.72198750436912e+002	(7.16648010867865e+000dB,1.77085056163956e+002°)
1.72595709553386e+002	(7.16017041250087e+000dB,1.77147038067136e+002°)
1.72993583755130e+002	(7.15392173030863e+000dB,1.77209228828952e+002°)
1.73392375151635e+002	(7.14773411813301e+000dB,1.77271626523780e+002°)
1.73792085857252e+002	(7.14160763134508e+000dB,1.77334229229492e+002°)
1.74192717991208e+002	(7.13554232465871e+000dB,1.77397035027409e+002°)
1.74594273677614e+002	(7.12953825213332e+000dB,1.77460042002251e+002°)
1.74996755045479e+002	(7.12359546718964e+000dB,1.77523248242112e+002°)
1.75400164228718e+002	(7.11771402260143e+000dB,1.77586651838410e+002°)
1.75804503366168e+002	(7.11189397050713e+000dB,1.77650250885855e+002°)
1.76209774601594e+002	(7.10613536241450e+000dB,1.77714043482397e+002°)
1.76615980083704e+002	(7.10043824920169e+000dB,1.77778027729205e+002°)
1.77023121966158e+002	(7.09480268112753e+000dB,1.77842201730615e+002°)
1.77431202407583e+002	(7.08922870783032e+000dB,1.77906563594090e+002°)
1.77840223571581e+002	(7.08371637833562e+000dB,1.77971111430189e+002°)
1.78250187626740e+002	(7.07826574105835e+000dB,1.78035843352525e+002°)
1.78661096746650e+002	(7.07287684381061e+000dB,1.78100757477729e+002°)
1.79072953109910e+002	(7.06754973380154e+000dB,1.78165851925405e+002°)
1.79485758900141e+002	(7.06228445764196e+000dB,1.78231124818103e+002°)
1.79899516305998e+002	(7.05708106135314e+000dB,1.78296574281270e+002°)
1.80314227521182e+002	(7.05193959036395e+000dB,1.78362198443221e+002°)
1.80729894744451e+002	(7.04686008952094e+000dB,1.78427995435098e+002°)
1.81146520179631e+002	(7.04184260308691e+000dB,1.78493963390833e+002°)
1.81564106035628e+002	(7.03688717474712e+000dB,1.78560100447112e+002°)
1.81982654526441e+002	(7.03199384761342e+000dB,1.78626404743339e+002°)
1.82402167871173e+002	(7.02716266422762e+000dB,1.78692874421602e+002°)
1.82822648294041e+002	(7.02239366656277e+000dB,1.78759507626624e+002°)
1.83244098024391e+002	(7.01768689602869e+000dB,1.78826302505744e+002°)
1.83666519296707e+002	(7.01304239347654e+000dB,1.78893257208871e+002°)
1.84089914350625e+002	(7.00846019919924e+000dB,1.78960369888450e+002°)
1.84514285430943e+002	(7.00394035293558e+000dB,1.79027638699432e+002°)
1.84939634787635e+002	(6.99948289387532e+000dB,1.79095061799229e+002°)
1.85365964675860e+002	(6.99508786065658e+000dB,1.79162637347676e+002°)
1.85793277355978e+002	(6.99075529137898e+000dB,1.79230363507022e+002°)
1.86221575093557e+002	(6.98648522359763e+000dB,1.79298238441861e+002°)
1.86650860159389e+002	(6.98227769432917e+000dB,1.79366260319123e+002°)
1.87081134829501e+002	(6.97813274005275e+000dB,1.79434427308019e+002°)
1.87512401385167e+002	(6.97405039672023e+000dB,1.79502737580033e+002°)
1.87944662112918e+002	(6.97003069974818e+000dB,1.79571189308860e+002°)
1.88377919304559e+002	(6.96607368402945e+000dB,1.79639780670391e+002°)
1.88812175257175e+002	(6.96217938392798e+000dB,1.79708509842670e+002°)
1.89247432273149e+002	(6.95834783329028e+000dB,1.79777375005863e+002°)
1.89683692660170e+002	(6.95457906543851e+000dB,1.79846374342225e+002°)
1.90120958731247e+002	(6.95087311318413e+000dB,1.79915506036069e+002°)
1.90559232804721e+002	(6.94723000881913e+000dB,1.79984768273731e+002°)
1.90998517204277e+002	(6.94364978412394e+000dB,-1.79945840756462e+002°)
1.91438814258959e+002	(6.94013247036959e+000dB,-1.79876322864233e+002°)
1.91880126303177e+002	(6.93667809832068e+000dB,-1.79806679857373e+002°)
1.92322455676723e+002	(6.93328669823675e+000dB,-1.79736913541782e+002°)
1.92765804724784e+002	(6.92995829987027e+000dB,-1.79667025721502e+002°)
1.93210175797953e+002	(6.92669293247714e+000dB,-1.79597018198747e+002°)
1.93655571252240e+002	(6.92349062481167e+000dB,-1.79526892773935e+002°)
1.94101993449088e+002	(6.92035140513578e+000dB,-1.79456651245713e+002°)
1.94549444755383e+002	(6.91727530121017e+000dB,-1.79386295411007e+002°)
1.94997927543467e+002	(6.91426234030619e+000dB,-1.79315827065030e+002°)
1.95447444191152e+002	(6.91131254920451e+000dB,-1.79245248001337e+002°)
1.95897997081730e+002	(6.90842595419745e+000dB,-1.79174560011831e+002°)
1.96349588603987e+002	(6.90560258108824e+000dB,-1.79103764886822e+002°)
1.96802221152217e+002	(6.90284245519476e+000dB,-1.79032864415030e+002°)
1.97255897126232e+002	(6.90014560135380e+000dB,-1.78961860383634e+002°)
1.97710618931377e+002	(6.89751204391735e+000dB,-1.78890754578301e+002°)
1.98166388978543e+002	(6.89494180675791e+000dB,-1.78819548783210e+002°)
1.98623209684176e+002	(6.89243491327192e+000dB,-1.78748244781087e+002°)
1.99081083470295e+002	(6.88999138637406e+000dB,-1.78676844353228e+002°)
1.99540012764500e+002	(6.88761124850924e+000dB,-1.78605349279544e+002°)
1.99999999999990e+002	(6.88529452164335e+000dB,-1.78533761338576e+002°)
2.00461047615569e+002	(6.88304122727414e+000dB,-1.78462082307531e+002°)
2.00923158055668e+002	(6.88085138642472e+000dB,-1.78390313962313e+002°)
2.01386333770350e+002	(6.87872501965091e+000dB,-1.78318458077552e+002°)
2.01850577215326e+002	(6.87666214704168e+000dB,-1.78246516426631e+002°)
2.02315890851969e+002	(6.87466278821418e+000dB,-1.78174490781718e+002°)
2.02782277147325e+002	(6.87272696232451e+000dB,-1.78102382913796e+002°)
2.03249738574128e+002	(6.87085468806381e+000dB,-1.78030194592690e+002°)
2.03718277610813e+002	(6.86904598366084e+000dB,-1.77957927587093e+002°)
2.04187896741525e+002	(6.86730086687894e+000dB,-1.77885583664605e+002°)
2.04658598456140e+002	(6.86561935502505e+000dB,-1.77813164591752e+002°)
2.05130385250271e+002	(6.86400146494342e+000dB,-1.77740672134024e+002°)
2.05603259625284e+002	(6.86244721302312e+000dB,-1.77668108055887e+002°)
2.06077224088312e+002	(6.86095661519341e+000dB,-1.77595474120840e+002°)
2.06552281152268e+002	(6.85952968692685e+000dB,-1.77522772091411e+002°)
2.07028433335858e+002	(6.85816644324433e+000dB,-1.77450003729213e+002°)
2.07505683163591e+002	(6.85686689870674e+000dB,-1.77377170794953e+002°)
2.07984033165801e+002	(6.85563106742882e+000dB,-1.77304275048474e+002°)
2.08463485878650e+002	(6.85445896306761e+000dB,-1.77231318248774e+002°)
2.08944043844149e+002	(6.85335059882872e+000dB,-1.77158302154037e+002°)
2.09425709610169e+002	(6.85230598746979e+000dB,-1.77085228521665e+002°)
2.09908485730453e+002	(6.85132514129630e+000dB,-1.77012099108303e+002°)
2.10392374764633e+002	(6.85040807216773e+000dB,-1.76938915669865e+002°)
2.10877379278240e+002	(6.84955479149126e+000dB,-1.76865679961564e+002°)
2.11363501842720e+002	(6.84876531022991e+000dB,-1.76792393737939e+002°)
2.11850745035446e+002	(6.84803963889673e+000dB,-1.76719058752889e+002°)
2.12339111439733e+002	(6.84737778756231e+000dB,-1.76645676759693e+002°)
2.12828603644852e+002	(6.84677976584706e+000dB,-1.76572249511037e+002°)
2.13319224246040e+002	(6.84624558293331e+000dB,-1.76498778759049e+002°)
2.13810975844520e+002	(6.84577524755273e+000dB,-1.76425266255324e+002°)
2.14303861047510e+002	(6.84536876799390e+000dB,-1.76351713750946e+002°)
2.14797882468237e+002	(6.84502615210548e+000dB,-1.76278122996526e+002°)
2.15293042725955e+002	(6.84474740729362e+000dB,-1.76204495742220e+002°)
2.15789344445954e+002	(6.84453254051900e+000dB,-1.76130833737760e+002°)
2.16286790259576e+002	(6.84438155830084e+000dB,-1.76057138732487e+002°)
2.16785382804229e+002	(6.84429446672030e+000dB,-1.75983412475369e+002°)
2.17285124723401e+002	(6.84427127141747e+000dB,-1.75909656715031e+002°)
2.17786018666675e+002	(6.84431197758658e+000dB,-1.75835873199795e+002°)
2.18288067289739e+002	(6.84441658998773e+000dB,-1.75762063677685e+002°)
2.18791273254407e+002	(6.84458511293853e+000dB,-1.75688229896474e+002°)
2.19295639228625e+002	(6.84481755031553e+000dB,-1.75614373603703e+002°)
2.19801167886492e+002	(6.84511390556121e+000dB,-1.75540496546706e+002°)
2.20307861908271e+002	(6.84547418167211e+000dB,-1.75466600472650e+002°)
2.20815723980402e+002	(6.84589838121215e+000dB,-1.75392687128542e+002°)
2.21324756795521e+002	(6.84638650630356e+000dB,-1.75318758261274e+002°)
2.21834963052468e+002	(6.84693855863073e+000dB,-1.75244815617647e+002°)
2.22346345456306e+002	(6.84755453943860e+000dB,-1.75170860944395e+002°)
