Freq.	V(N002,N003)
2.55270130266106e+001	(-4.13565134144304e-005dB,-2.27445388509315e-001°)
2.55858588690546e+001	(-4.15474056957673e-005dB,-2.27969702066117e-001°)
2.56448403651753e+001	(-4.17391790925041e-005dB,-2.28495224275153e-001°)
2.57039578276867e+001	(-4.19318376674303e-005dB,-2.29021957922547e-001°)
2.57632115700238e+001	(-4.21253855064801e-005dB,-2.29549905800846e-001°)
2.58226019063440e+001	(-4.23198267168037e-005dB,-2.30079070709033e-001°)
2.58821291515290e+001	(-4.25151654180882e-005dB,-2.30609455452543e-001°)
2.59417936211862e+001	(-4.27114057560582e-005dB,-2.31141062843278e-001°)
2.60015956316508e+001	(-4.29085518909042e-005dB,-2.31673895699621e-001°)
2.60615354999870e+001	(-4.31066080030681e-005dB,-2.32207956846450e-001°)
2.61216135439901e+001	(-4.33055782951722e-005dB,-2.32743249115157e-001°)
2.61818300821879e+001	(-4.35054669843046e-005dB,-2.33279775343657e-001°)
2.62421854338425e+001	(-4.37062783106977e-005dB,-2.33817538376410e-001°)
2.63026799189518e+001	(-4.39080165329072e-005dB,-2.34356541064428e-001°)
2.63633138582518e+001	(-4.41106859297405e-005dB,-2.34896786265299e-001°)
2.64240875732175e+001	(-4.43142907973634e-005dB,-2.35438276843193e-001°)
2.64850013860650e+001	(-4.45188354560509e-005dB,-2.35981015668886e-001°)
2.65460556197534e+001	(-4.47243242424724e-005dB,-2.36525005619769e-001°)
2.66072505979861e+001	(-4.49307615145132e-005dB,-2.37070249579864e-001°)
2.66685866452128e+001	(-4.51381516503105e-005dB,-2.37616750439844e-001°)
2.67300640866311e+001	(-4.53464990472886e-005dB,-2.38164511097042e-001°)
2.67916832481883e+001	(-4.55558081221595e-005dB,-2.38713534455470e-001°)
2.68534444565830e+001	(-4.57660833176727e-005dB,-2.39263823425834e-001°)
2.69153480392671e+001	(-4.59773290920078e-005dB,-2.39815380925548e-001°)
2.69773943244472e+001	(-4.61895499255248e-005dB,-2.40368209878752e-001°)
2.70395836410864e+001	(-4.64027503140140e-005dB,-2.40922313216325e-001°)
2.71019163189064e+001	(-4.66169347860536e-005dB,-2.41477693875901e-001°)
2.71643926883888e+001	(-4.68321078789015e-005dB,-2.42034354801887e-001°)
2.72270130807771e+001	(-4.70482741568178e-005dB,-2.42592298945475e-001°)
2.72897778280783e+001	(-4.72654382062431e-005dB,-2.43151529264660e-001°)
2.73526872630650e+001	(-4.74836046290480e-005dB,-2.43712048724254e-001°)
2.74157417192767e+001	(-4.77027780550697e-005dB,-2.44273860295904e-001°)
2.74789415310219e+001	(-4.79229631295754e-005dB,-2.44836966958106e-001°)
2.75422870333796e+001	(-4.81441645277275e-005dB,-2.45401371696221e-001°)
2.76057785622014e+001	(-4.83663869314397e-005dB,-2.45967077502492e-001°)
2.76694164541130e+001	(-4.85896350602352e-005dB,-2.46534087376057e-001°)
2.77332010465163e+001	(-4.88139136471390e-005dB,-2.47102404322970e-001°)
2.77971326775908e+001	(-4.90392274444634e-005dB,-2.47672031356209e-001°)
2.78612116862956e+001	(-4.92655812382735e-005dB,-2.48242971495702e-001°)
2.79254384123713e+001	(-4.94929798223497e-005dB,-2.48815227768333e-001°)
2.79898131963415e+001	(-4.97214280222963e-005dB,-2.49388803207967e-001°)
2.80543363795150e+001	(-4.99509306810764e-005dB,-2.49963700855458e-001°)
2.81190083039873e+001	(-5.01814926657626e-005dB,-2.50539923758672e-001°)
2.81838293126424e+001	(-5.04131188675364e-005dB,-2.51117474972497e-001°)
2.82487997491549e+001	(-5.06458141968672e-005dB,-2.51696357558866e-001°)
2.83139199579916e+001	(-5.08795835902620e-005dB,-2.52276574586767e-001°)
2.83791902844134e+001	(-5.11144320044799e-005dB,-2.52858129132262e-001°)
2.84446110744770e+001	(-5.13503644194250e-005dB,-2.53441024278503e-001°)
2.85101826750369e+001	(-5.15873858371818e-005dB,-2.54025263115749e-001°)
2.85759054337473e+001	(-5.18255012878015e-005dB,-2.54610848741382e-001°)
2.86417796990636e+001	(-5.20647158196588e-005dB,-2.55197784259922e-001°)
2.87078058202447e+001	(-5.23050345052373e-005dB,-2.55786072783046e-001°)
2.87739841473545e+001	(-5.25464624401659e-005dB,-2.56375717429602e-001°)
2.88403150312638e+001	(-5.27890047470758e-005dB,-2.56966721325628e-001°)
2.89067988236525e+001	(-5.30326665640284e-005dB,-2.57559087604365e-001°)
2.89734358770110e+001	(-5.32774530647666e-005dB,-2.58152819406279e-001°)
2.90402265446423e+001	(-5.35233694384634e-005dB,-2.58747919879071e-001°)
2.91071711806638e+001	(-5.37704208993657e-005dB,-2.59344392177700e-001°)
2.91742701400094e+001	(-5.40186126839011e-005dB,-2.59942239464394e-001°)
2.92415237784311e+001	(-5.42679500612856e-005dB,-2.60541464908673e-001°)
2.93089324525009e+001	(-5.45184383190585e-005dB,-2.61142071687361e-001°)
2.93764965196130e+001	(-5.47700827630825e-005dB,-2.61744062984602e-001°)
2.94442163379853e+001	(-5.50228887349018e-005dB,-2.62347441991882e-001°)
2.95120922666616e+001	(-5.52768615924553e-005dB,-2.62952211908042e-001°)
2.95801246655132e+001	(-5.55320067264704e-005dB,-2.63558375939296e-001°)
2.96483138952411e+001	(-5.57883295450336e-005dB,-2.64165937299249e-001°)
2.97166603173779e+001	(-5.60458354832338e-005dB,-2.64774899208910e-001°)
2.97851642942896e+001	(-5.63045300041266e-005dB,-2.65385264896716e-001°)
2.98538261891773e+001	(-5.65644185890914e-005dB,-2.65997037598542e-001°)
2.99226463660796e+001	(-5.68255067561532e-005dB,-2.66610220557722e-001°)
2.99916251898742e+001	(-5.70878000387676e-005dB,-2.67224817025068e-001°)
3.00607630262800e+001	(-5.73513040002855e-005dB,-2.67840830258881e-001°)
3.01300602418589e+001	(-5.76160242291319e-005dB,-2.68458263524975e-001°)
3.01995172040178e+001	(-5.78819663339839e-005dB,-2.69077120096689e-001°)
3.02691342810107e+001	(-5.81491359649863e-005dB,-2.69697403254908e-001°)
3.03389118419403e+001	(-5.84175387780709e-005dB,-2.70319116288078e-001°)
3.04088502567604e+001	(-5.86871804696729e-005dB,-2.70942262492226e-001°)
3.04789498962774e+001	(-5.89580667593726e-005dB,-2.71566845170975e-001°)
3.05492111321527e+001	(-5.92302033879671e-005dB,-2.72192867635562e-001°)
3.06196343369044e+001	(-5.95035961309707e-005dB,-2.72820333204857e-001°)
3.06902198839092e+001	(-5.97782507831856e-005dB,-2.73449245205378e-001°)
3.07609681474047e+001	(-6.00541731702740e-005dB,-2.74079606971311e-001°)
3.08318795024911e+001	(-6.03313691439365e-005dB,-2.74711421844528e-001°)
3.09029543251335e+001	(-6.06098445799831e-005dB,-2.75344693174602e-001°)
3.09741929921634e+001	(-6.08896053889415e-005dB,-2.75979424318826e-001°)
3.10455958812811e+001	(-6.11706575006273e-005dB,-2.76615618642232e-001°)
3.11171633710577e+001	(-6.14530068737872e-005dB,-2.77253279517609e-001°)
3.11888958409369e+001	(-6.17366594999571e-005dB,-2.77892410325516e-001°)
3.12607936712371e+001	(-6.20216213918892e-005dB,-2.78533014454309e-001°)
3.13328572431534e+001	(-6.23078985951246e-005dB,-2.79175095300148e-001°)
3.14050869387597e+001	(-6.25954971764213e-005dB,-2.79818656267026e-001°)
3.14774831410107e+001	(-6.28844232391832e-005dB,-2.80463700766777e-001°)
3.15500462337438e+001	(-6.31746829089953e-005dB,-2.81110232219102e-001°)
3.16227766016813e+001	(-6.34662823413387e-005dB,-2.81758254051582e-001°)
3.16956746304324e+001	(-6.37592277206256e-005dB,-2.82407769699699e-001°)
3.17687407064952e+001	(-6.40535252553782e-005dB,-2.83058782606853e-001°)
3.18419752172587e+001	(-6.43491811946224e-005dB,-2.83711296224380e-001°)
3.19153785510051e+001	(-6.46462018018502e-005dB,-2.84365314011571e-001°)
3.19889510969114e+001	(-6.49445933800931e-005dB,-2.85020839435691e-001°)
3.20626932450521e+001	(-6.52443622535996e-005dB,-2.85677875971996e-001°)
3.21366053864006e+001	(-6.55455147813354e-005dB,-2.86336427103749e-001°)
3.22106879128318e+001	(-6.58480573492693e-005dB,-2.86996496322247e-001°)
3.22849412171238e+001	(-6.61519963732663e-005dB,-2.87658087126828e-001°)
3.23593656929602e+001	(-6.64573383019798e-005dB,-2.88321203024900e-001°)
3.24339617349323e+001	(-6.67640896043163e-005dB,-2.88985847531952e-001°)
3.25087297385408e+001	(-6.70722567916143e-005dB,-2.89652024171576e-001°)
3.25836701001983e+001	(-6.73818463964297e-005dB,-2.90319736475487e-001°)
3.26587832172310e+001	(-6.76928649860355e-005dB,-2.90988987983537e-001°)
3.27340694878812e+001	(-6.80053191537440e-005dB,-2.91659782243740e-001°)
3.28095293113093e+001	(-6.83192155266204e-005dB,-2.92332122812285e-001°)
3.28851630875957e+001	(-6.86345607606620e-005dB,-2.93006013253558e-001°)
3.29609712177431e+001	(-6.89513615446548e-005dB,-2.93681457140161e-001°)
3.30369541036788e+001	(-6.92696245992099e-005dB,-2.94358458052928e-001°)
3.31131121482565e+001	(-6.95893566690484e-005dB,-2.95037019580950e-001°)
3.31894457552584e+001	(-6.99105645355378e-005dB,-2.95717145321587e-001°)
3.32659553293978e+001	(-7.02332550147634e-005dB,-2.96398838880489e-001°)
3.33426412763208e+001	(-7.05574349440279e-005dB,-2.97082103871621e-001°)
3.34195040026087e+001	(-7.08831112030662e-005dB,-2.97766943917273e-001°)
3.34965439157801e+001	(-7.12102906928306e-005dB,-2.98453362648086e-001°)
3.35737614242928e+001	(-7.15389803557416e-005dB,-2.99141363703068e-001°)
3.36511569375464e+001	(-7.18691871660445e-005dB,-2.99830950729613e-001°)
3.37287308658842e+001	(-7.22009181201664e-005dB,-3.00522127383525e-001°)
3.38064836205954e+001	(-7.25341802550381e-005dB,-3.01214897329031e-001°)
3.38844156139175e+001	(-7.28689806365225e-005dB,-3.01909264238802e-001°)
3.39625272590381e+001	(-7.32053263642361e-005dB,-3.02605231793978e-001°)
3.40408189700973e+001	(-7.35432245773351e-005dB,-3.03302803684179e-001°)
3.41192911621901e+001	(-7.38826824371574e-005dB,-3.04001983607531e-001°)
3.41979442513681e+001	(-7.42237071378303e-005dB,-3.04702775270683e-001°)
3.42767786546423e+001	(-7.45663059197710e-005dB,-3.05405182388827e-001°)
3.43557947899847e+001	(-7.49104860446142e-005dB,-3.06109208685717e-001°)
3.44349930763311e+001	(-7.52562548096771e-005dB,-3.06814857893690e-001°)
3.45143739335828e+001	(-7.56036195498880e-005dB,-3.07522133753684e-001°)
3.45939377826094e+001	(-7.59525876339290e-005dB,-3.08231040015261e-001°)
3.46736850452504e+001	(-7.63031664565212e-005dB,-3.08941580436624e-001°)
3.47536161443178e+001	(-7.66553634548188e-005dB,-3.09653758784636e-001°)
3.48337315035984e+001	(-7.70091861006941e-005dB,-3.10367578834845e-001°)
3.49140315478558e+001	(-7.73646418939872e-005dB,-3.11083044371498e-001°)
3.49945167028329e+001	(-7.77217383731139e-005dB,-3.11800159187565e-001°)
3.50751873952540e+001	(-7.80804831112082e-005dB,-3.12518927084757e-001°)
3.51560440528270e+001	(-7.84408837180512e-005dB,-3.13239351873547e-001°)
3.52370871042459e+001	(-7.88029478352490e-005dB,-3.13961437373192e-001°)
3.53183169791928e+001	(-7.91666831420193e-005dB,-3.14685187411749e-001°)
3.53997341083406e+001	(-7.95320973494052e-005dB,-3.15410605826100e-001°)
3.54813389233547e+001	(-7.98991982070253e-005dB,-3.16137696461966e-001°)
3.55631318568956e+001	(-8.02679935021096e-005dB,-3.16866463173937e-001°)
3.56451133426215e+001	(-8.06384910537138e-005dB,-3.17596909825482e-001°)
3.57272838151900e+001	(-8.10106987204335e-005dB,-3.18329040288977e-001°)
3.58096437102607e+001	(-8.13846243946184e-005dB,-3.19062858445722e-001°)
3.58921934644976e+001	(-8.17602760062299e-005dB,-3.19798368185961e-001°)
3.59749335155713e+001	(-8.21376615218764e-005dB,-3.20535573408906e-001°)
3.60578643021613e+001	(-8.25167889428848e-005dB,-3.21274478022755e-001°)
3.61409862639584e+001	(-8.28976663110869e-005dB,-3.22015085944712e-001°)
3.62242998416669e+001	(-8.32803017030327e-005dB,-3.22757401101011e-001°)
3.63078054770072e+001	(-8.36647032338484e-005dB,-3.23501427426934e-001°)
3.63915036127177e+001	(-8.40508790553075e-005dB,-3.24247168866831e-001°)
3.64753946925578e+001	(-8.44388373577593e-005dB,-3.24994629374146e-001°)
3.65594791613095e+001	(-8.48285863624147e-005dB,-3.25743812911432e-001°)
3.66437574647803e+001	(-8.52201343425612e-005dB,-3.26494723450375e-001°)
3.67282300498055e+001	(-8.56134895994548e-005dB,-3.27247364971814e-001°)
3.68128973642501e+001	(-8.60086604738918e-005dB,-3.28001741465765e-001°)
3.68977598570120e+001	(-8.64056553442805e-005dB,-3.28757856931437e-001°)
3.69828179780236e+001	(-8.68044826324268e-005dB,-3.29515715377258e-001°)
3.70680721782546e+001	(-8.72051507938913e-005dB,-3.30275320820892e-001°)
3.71535229097142e+001	(-8.76076683276324e-005dB,-3.31036677289265e-001°)
3.72391706254538e+001	(-8.80120437673275e-005dB,-3.31799788818581e-001°)
3.73250157795690e+001	(-8.84182856919804e-005dB,-3.32564659454349e-001°)
3.74110588272023e+001	(-8.88264027153142e-005dB,-3.33331293251400e-001°)
3.74973002245453e+001	(-8.92364034867349e-005dB,-3.34099694273910e-001°)
3.75837404288413e+001	(-8.96482967096547e-005dB,-3.34869866595422e-001°)
3.76703798983878e+001	(-9.00620911115967e-005dB,-3.35641814298868e-001°)
3.77572190925385e+001	(-9.04777954740901e-005dB,-3.36415541476588e-001°)
3.78442584717062e+001	(-9.08954186075971e-005dB,-3.37191052230355e-001°)
3.79314984973651e+001	(-9.13149693707995e-005dB,-3.37968350671394e-001°)
3.80189396320530e+001	(-9.17364566619204e-005dB,-3.38747440920406e-001°)
3.81065823393742e+001	(-9.21598894158303e-005dB,-3.39528327107589e-001°)
3.81944270840015e+001	(-9.25852766146555e-005dB,-3.40311013372658e-001°)
3.82824743316791e+001	(-9.30126272800632e-005dB,-3.41095503864871e-001°)
3.83707245492247e+001	(-9.34419504722974e-005dB,-3.41881802743047e-001°)
3.84591782045322e+001	(-9.38732552978931e-005dB,-3.42669914175589e-001°)
3.85478357665740e+001	(-9.43065509029265e-005dB,-3.43459842340509e-001°)
3.86366977054037e+001	(-9.47418464759079e-005dB,-3.44251591425446e-001°)
3.87257644921585e+001	(-9.51791512468173e-005dB,-3.45045165627690e-001°)
3.88150365990616e+001	(-9.56184744909618e-005dB,-3.45840569154204e-001°)
3.89045144994248e+001	(-9.60598255241541e-005dB,-3.46637806221650e-001°)
3.89941986676511e+001	(-9.65032137065696e-005dB,-3.47436881056403e-001°)
3.90840895792369e+001	(-9.69486484408181e-005dB,-3.48237797894580e-001°)
3.91741877107750e+001	(-9.73961391709792e-005dB,-3.49040560982062e-001°)
3.92644935399567e+001	(-9.78456953893528e-005dB,-3.49845174574513e-001°)
3.93550075455745e+001	(-9.82973266297089e-005dB,-3.50651642937407e-001°)
3.94457302075245e+001	(-9.87510424682517e-005dB,-3.51459970346047e-001°)
3.95366620068095e+001	(-9.92068525236200e-005dB,-3.52270161085589e-001°)
3.96278034255406e+001	(-9.96647664684589e-005dB,-3.53082219451064e-001°)
3.97191549469407e+001	(-1.00124794009169e-004dB,-3.53896149747403e-001°)
3.98107170553464e+001	(-1.00586944903264e-004dB,-3.54711956289456e-001°)
3.99024902362108e+001	(-1.01051228949729e-004dB,-3.55529643402019e-001°)
3.99944749761064e+001	(-1.01517655993840e-004dB,-3.56349215419853e-001°)
4.00866717627269e+001	(-1.01986235929094e-004dB,-3.57170676687712e-001°)
4.01790810848906e+001	(-1.02456978693350e-004dB,-3.57994031560360e-001°)
4.02717034325425e+001	(-1.02929894267869e-004dB,-3.58819284402598e-001°)
4.03645392967571e+001	(-1.03404992677308e-004dB,-3.59646439589285e-001°)
4.04575891697408e+001	(-1.03882284003226e-004dB,-3.60475501505364e-001°)
4.05508535448350e+001	(-1.04361778364793e-004dB,-3.61306474545883e-001°)
4.06443329165178e+001	(-1.04843485930366e-004dB,-3.62139363116017e-001°)
4.07380277804078e+001	(-1.05327416912665e-004dB,-3.62974171631096e-001°)
4.08319386332658e+001	(-1.05813581580346e-004dB,-3.63810904516624e-001°)
4.09260659729976e+001	(-1.06301990238713e-004dB,-3.64649566208302e-001°)
4.10204102986572e+001	(-1.06792653246113e-004dB,-3.65490161152056e-001°)
4.11149721104487e+001	(-1.07285581006222e-004dB,-3.66332693804058e-001°)
4.12097519097295e+001	(-1.07780783973828e-004dB,-3.67177168630747e-001°)
4.13047501990126e+001	(-1.08278272652907e-004dB,-3.68023590108858e-001°)
4.13999674819695e+001	(-1.08778057587940e-004dB,-3.68871962725442e-001°)
4.14954042634328e+001	(-1.09280149384167e-004dB,-3.69722290977889e-001°)
4.15910610493987e+001	(-1.09784558680581e-004dB,-3.70574579373955e-001°)
4.16869383470300e+001	(-1.10291296181758e-004dB,-3.71428832431784e-001°)
4.17830366646586e+001	(-1.10800372629885e-004dB,-3.72285054679933e-001°)
4.18793565117883e+001	(-1.11311798822124e-004dB,-3.73143250657395e-001°)
4.19758983990972e+001	(-1.11825585601926e-004dB,-3.74003424913621e-001°)
4.20726628384408e+001	(-1.12341743867716e-004dB,-3.74865582008549e-001°)
4.21696503428546e+001	(-1.12860284562282e-004dB,-3.75729726512626e-001°)
4.22668614265567e+001	(-1.13381218683386e-004dB,-3.76595863006829e-001°)
4.23642966049505e+001	(-1.13904557279902e-004dB,-3.77463996082693e-001°)
4.24619563946276e+001	(-1.14430311447964e-004dB,-3.78334130342336e-001°)
4.25598413133707e+001	(-1.14958492336747e-004dB,-3.79206270398480e-001°)
4.26579518801556e+001	(-1.15489111147507e-004dB,-3.80080420874476e-001°)
4.27562886151549e+001	(-1.16022179132613e-004dB,-3.80956586404332e-001°)
4.28548520397403e+001	(-1.16557707596515e-004dB,-3.81834771632735e-001°)
4.29536426764850e+001	(-1.17095707897669e-004dB,-3.82714981215073e-001°)
4.30526610491674e+001	(-1.17636191442755e-004dB,-3.83597219817465e-001°)
4.31519076827728e+001	(-1.18179169690532e-004dB,-3.84481492116782e-001°)
4.32513831034971e+001	(-1.18724654160515e-004dB,-3.85367802800673e-001°)
4.33510878387492e+001	(-1.19272656421409e-004dB,-3.86256156567589e-001°)
4.34510224171534e+001	(-1.19823188086281e-004dB,-3.87146558126810e-001°)
4.35511873685531e+001	(-1.20376260840531e-004dB,-3.88039012198466e-001°)
4.36515832240128e+001	(-1.20931886405243e-004dB,-3.88933523513568e-001°)
4.37522105158214e+001	(-1.21490076566117e-004dB,-3.89830096814026e-001°)
4.38530697774948e+001	(-1.22050843160935e-004dB,-3.90728736852680e-001°)
4.39541615437787e+001	(-1.22614198078591e-004dB,-3.91629448393321e-001°)
4.40554863506515e+001	(-1.23180153265848e-004dB,-3.92532236210720e-001°)
4.41570447353274e+001	(-1.23748720727333e-004dB,-3.93437105090649e-001°)
4.42588372362588e+001	(-1.24319912519754e-004dB,-3.94344059829909e-001°)
4.43608643931394e+001	(-1.24893740753826e-004dB,-3.95253105236358e-001°)
4.44631267469070e+001	(-1.25470217598133e-004dB,-3.96164246128929e-001°)
4.45656248397465e+001	(-1.26049355281052e-004dB,-3.97077487337663e-001°)
4.46683592150924e+001	(-1.26631166082074e-004dB,-3.97992833703731e-001°)
4.47713304176324e+001	(-1.27215662336631e-004dB,-3.98910290079460e-001°)
4.48745389933093e+001	(-1.27802856442841e-004dB,-3.99829861328358e-001°)
4.49779854893249e+001	(-1.28392760851867e-004dB,-4.00751552325141e-001°)
4.50816704541421e+001	(-1.28985388072739e-004dB,-4.01675367955761e-001°)
4.51855944374883e+001	(-1.29580750673317e-004dB,-4.02601313117424e-001°)
4.52897579903581e+001	(-1.30178861279328e-004dB,-4.03529392718627e-001°)
4.53941616650164e+001	(-1.30779732573401e-004dB,-4.04459611679174e-001°)
4.54988060150009e+001	(-1.31383377298924e-004dB,-4.05391974930209e-001°)
4.56036915951256e+001	(-1.31989808254262e-004dB,-4.06326487414237e-001°)
4.57088189614835e+001	(-1.32599038304320e-004dB,-4.07263154085154e-001°)
4.58141886714494e+001	(-1.33211080365126e-004dB,-4.08201979908272e-001°)
4.59198012836829e+001	(-1.33825947414427e-004dB,-4.09142969860345e-001°)
4.60256573581316e+001	(-1.34443652494591e-004dB,-4.10086128929593e-001°)
4.61317574560339e+001	(-1.35064208704885e-004dB,-4.11031462115735e-001°)
4.62381021399220e+001	(-1.35687629201483e-004dB,-4.11978974430007e-001°)
4.63446919736248e+001	(-1.36313927205174e-004dB,-4.12928670895197e-001°)
4.64515275222709e+001	(-1.36943115999435e-004dB,-4.13880556545663e-001°)
4.65586093522918e+001	(-1.37575208926578e-004dB,-4.14834636427368e-001°)
4.66659380314248e+001	(-1.38210219388707e-004dB,-4.15790915597900e-001°)
4.67735141287157e+001	(-1.38848160854476e-004dB,-4.16749399126503e-001°)
4.68813382145224e+001	(-1.39489046851370e-004dB,-4.17710092094102e-001°)
4.69894108605174e+001	(-1.40132890968597e-004dB,-4.18672999593330e-001°)
4.70977326396912e+001	(-1.40779706859984e-004dB,-4.19638126728556e-001°)
4.72063041263549e+001	(-1.41429508243978e-004dB,-4.20605478615909e-001°)
4.73151258961439e+001	(-1.42082308897856e-004dB,-4.21575060383311e-001°)
4.74241985260203e+001	(-1.42738122665442e-004dB,-4.22546877170498e-001°)
4.75335225942763e+001	(-1.43396963455179e-004dB,-4.23520934129050e-001°)
4.76430986805374e+001	(-1.44058845237236e-004dB,-4.24497236422417e-001°)
4.77529273657649e+001	(-1.44723782049291e-004dB,-4.25475789225951e-001°)
4.78630092322596e+001	(-1.45391787989787e-004dB,-4.26456597726924e-001°)
4.79733448636647e+001	(-1.46062877225639e-004dB,-4.27439667124567e-001°)
4.80839348449686e+001	(-1.46737063986455e-004dB,-4.28425002630088e-001°)
4.81947797625085e+001	(-1.47414362568388e-004dB,-4.29412609466704e-001°)
4.83058802039730e+001	(-1.48094787339927e-004dB,-4.30402492869668e-001°)
4.84172367584057e+001	(-1.48778352724535e-004dB,-4.31394658086297e-001°)
4.85288500162078e+001	(-1.49465073218009e-004dB,-4.32389110375998e-001°)
4.86407205691419e+001	(-1.50154963385586e-004dB,-4.33385855010300e-001°)
4.87528490103343e+001	(-1.50848037856160e-004dB,-4.34384897272877e-001°)
4.88652359342790e+001	(-1.51544311326135e-004dB,-4.35386242459577e-001°)
4.89778819368403e+001	(-1.52243798561358e-004dB,-4.36389895878455e-001°)
4.90907876152560e+001	(-1.52946514394222e-004dB,-4.37395862849794e-001°)
4.92039535681407e+001	(-1.53652473727527e-004dB,-4.38404148706137e-001°)
4.93173803954892e+001	(-1.54361691531584e-004dB,-4.39414758792315e-001°)
4.94310686986791e+001	(-1.55074182846149e-004dB,-4.40427698465474e-001°)
4.95450190804746e+001	(-1.55789962778486e-004dB,-4.41442973095107e-001°)
4.96592321450292e+001	(-1.56509046509161e-004dB,-4.42460588063076e-001°)
4.97737084978892e+001	(-1.57231449287216e-004dB,-4.43480548763647e-001°)
4.98884487459968e+001	(-1.57957186430172e-004dB,-4.44502860603513e-001°)
5.00034534976934e+001	(-1.58686273325954e-004dB,-4.45527529001829e-001°)
5.01187233627228e+001	(-1.59418725441574e-004dB,-4.46554559390234e-001°)
5.02342589522342e+001	(-1.60154558303840e-004dB,-4.47583957212884e-001°)
5.03500608787860e+001	(-1.60893787522507e-004dB,-4.48615727926478e-001°)
5.04661297563483e+001	(-1.61636428766161e-004dB,-4.49649877000292e-001°)
5.05824662003069e+001	(-1.62382497789225e-004dB,-4.50686409916200e-001°)
5.06990708274659e+001	(-1.63132010408815e-004dB,-4.51725332168711e-001°)
5.08159442560515e+001	(-1.63884982521131e-004dB,-4.52766649264992e-001°)
5.09330871057150e+001	(-1.64641430091816e-004dB,-4.53810366724902e-001°)
5.10504999975361e+001	(-1.65401369160780e-004dB,-4.54856490081016e-001°)
5.11681835540262e+001	(-1.66164815848944e-004dB,-4.55905024878659e-001°)
5.12861383991319e+001	(-1.66931786340887e-004dB,-4.56955976675934e-001°)
5.14043651582380e+001	(-1.67702296901241e-004dB,-4.58009351043750e-001°)
5.15228644581710e+001	(-1.68476363868900e-004dB,-4.59065153565851e-001°)
5.16416369272025e+001	(-1.69254003659917e-004dB,-4.60123389838850e-001°)
5.17606831950521e+001	(-1.70035232765574e-004dB,-4.61184065472253e-001°)
5.18800038928915e+001	(-1.70820067748525e-004dB,-4.62247186088492e-001°)
5.19995996533469e+001	(-1.71608525257261e-004dB,-4.63312757322955e-001°)
5.21194711105034e+001	(-1.72400622004896e-004dB,-4.64380784824012e-001°)
5.22396188999073e+001	(-1.73196374796166e-004dB,-4.65451274253052e-001°)
5.23600436585703e+001	(-1.73995800499467e-004dB,-4.66524231284505e-001°)
5.24807460249725e+001	(-1.74798916069029e-004dB,-4.67599661605877e-001°)
5.26017266390659e+001	(-1.75605738536244e-004dB,-4.68677570917779e-001°)
5.27229861422775e+001	(-1.76416285007733e-004dB,-4.69757964933956e-001°)
5.28445251775133e+001	(-1.77230572673063e-004dB,-4.70840849381320e-001°)
5.29663443891610e+001	(-1.78048618800885e-004dB,-4.71926229999976e-001°)
5.30884444230940e+001	(-1.78870440738943e-004dB,-4.73014112543258e-001°)
5.32108259266746e+001	(-1.79696055913102e-004dB,-4.74104502777752e-001°)
5.33334895487573e+001	(-1.80525481830243e-004dB,-4.75197406483336e-001°)
5.34564359396923e+001	(-1.81358736078266e-004dB,-4.76292829453201e-001°)
5.35796657513293e+001	(-1.82195836328979e-004dB,-4.77390777493888e-001°)
5.37031796370204e+001	(-1.83036800332315e-004dB,-4.78491256425317e-001°)
5.38269782516240e+001	(-1.83881645924047e-004dB,-4.79594272080817e-001°)
5.39510622515079e+001	(-1.84730391015177e-004dB,-4.80699830307158e-001°)
5.40754322945532e+001	(-1.85583053604477e-004dB,-4.81807936964580e-001°)
5.42000890401575e+001	(-1.86439651777521e-004dB,-4.82918597926827e-001°)
5.43250331492384e+001	(-1.87300203695117e-004dB,-4.84031819081177e-001°)
5.44502652842372e+001	(-1.88164727605838e-004dB,-4.85147606328469e-001°)
5.45757861091221e+001	(-1.89033241843135e-004dB,-4.86265965583142e-001°)
5.47015962893922e+001	(-1.89905764825334e-004dB,-4.87386902773260e-001°)
5.48276964920804e+001	(-1.90782315051778e-004dB,-4.88510423840546e-001°)
5.49540873857574e+001	(-1.91662911112473e-004dB,-4.89636534740412e-001°)
5.50807696405353e+001	(-1.92547571680372e-004dB,-4.90765241441994e-001°)
5.52077439280707e+001	(-1.93436315515232e-004dB,-4.91896549928178e-001°)
5.53350109215686e+001	(-1.94329161462652e-004dB,-4.93030466195637e-001°)
5.54625712957860e+001	(-1.95226128456962e-004dB,-4.94166996254858e-001°)
5.55904257270353e+001	(-1.96127235516408e-004dB,-4.95306146130178e-001°)
5.57185748931879e+001	(-1.97032501751823e-004dB,-4.96447921859815e-001°)
5.58470194736780e+001	(-1.97941946357956e-004dB,-4.97592329495896e-001°)
5.59757601495059e+001	(-1.98855588619252e-004dB,-4.98739375104495e-001°)
5.61047976032419e+001	(-1.99773447915642e-004dB,-4.99889064765660e-001°)
5.62341325190298e+001	(-2.00695543702290e-004dB,-5.01041404573449e-001°)
5.63637655825903e+001	(-2.01621895538525e-004dB,-5.02196400635959e-001°)
5.64936974812251e+001	(-2.02552523066624e-004dB,-5.03354059075360e-001°)
5.66239289038201e+001	(-2.03487446018564e-004dB,-5.04514386027929e-001°)
5.67544605408495e+001	(-2.04426684222770e-004dB,-5.05677387644079e-001°)
5.68852930843789e+001	(-2.05370257592548e-004dB,-5.06843070088394e-001°)
